Player Name,Rounds,Green In Regulation Percentage,Greens Hit,Holes,Relative/Par,Year
Henrik Stenson,60,73.51,741,"1,008",-0.26,2018
Sam Ryder,82,72.08,"1,038","1,440",-0.26,2018
Billy Horschel,86,71.75,"1,059","1,476",-0.28,2018
Kevin Streelman,94,71.56,"1,185","1,656",-0.24,2018
C.T. Pan,104,71.20,"1,256","1,764",-0.26,2018
Kyle Stanley,93,71.09,"1,126","1,584",-0.26,2018
Patrick Cantlay,87,70.69,"1,018","1,440",-0.27,2018
Adam Scott,78,70.66,992,"1,404",-0.25,2018
Dustin Johnson,77,70.57,940,"1,332",-0.37,2018
J.J. Henry,81,70.52,952,"1,350",-0.21,2018
Gary Woodland,96,70.51,"1,155","1,638",-0.27,2018
Andrew Putnam,97,70.47,"1,129","1,602",-0.24,2018
Jordan Spieth,81,70.47,964,"1,368",-0.29,2018
Jason Kokrak,99,70.37,"1,254","1,782",-0.28,2018
Brett Stegmaier,67,70.31,772,"1,098",-0.26,2018
Francesco Molinari,73,70.24,885,"1,260",-0.26,2018
Corey Conners,97,70.19,"1,175","1,674",-0.24,2018
Tony Finau,105,70.18,"1,238","1,764",-0.32,2018
Rafa Cabrera Bello,75,70.16,884,"1,260",-0.27,2018
Jon Rahm,71,70.12,833,"1,188",-0.31,2018
Michael Thompson,62,70.11,732,"1,044",-0.26,2018
Blayne Barber,69,69.98,844,"1,206",-0.26,2018
Justin Rose,70,69.95,831,"1,188",-0.32,2018
Scott Piercy,84,69.72,"1,004","1,440",-0.24,2018
Bryson DeChambeau,93,69.65,"1,166","1,674",-0.30,2018
Tyler Duncan,97,69.65,"1,166","1,674",-0.24,2018
Russell Knox,94,69.57,"1,127","1,620",-0.24,2018
Cameron Percy,56,69.56,626,900,-0.29,2018
Rickie Fowler,74,69.52,926,"1,332",-0.30,2018
J.J. Spaun,85,69.48,988,"1,422",-0.28,2018
Keith Mitchell,99,69.42,"1,212","1,746",-0.28,2018
Tommy Fleetwood,73,69.36,824,"1,188",-0.32,2018
Charles Howell III,104,69.33,"1,248","1,800",-0.26,2018
Hideki Matsuyama,75,69.29,898,"1,296",-0.30,2018
Brendan Steele,74,69.24,835,"1,206",-0.24,2018
Keegan Bradley,98,69.18,"1,158","1,674",-0.27,2018
Patton Kizzire,92,69.04,"1,106","1,602",-0.27,2018
Hudson Swafford,73,68.99,832,"1,206",-0.25,2018
Hunter Mahan,67,68.96,782,"1,134",-0.28,2018
David Hearn,66,68.89,744,"1,080",-0.26,2018
Emiliano Grillo,94,68.84,"1,140","1,656",-0.28,2018
Joel Dahmen,93,68.82,"1,053","1,530",-0.26,2018
Aaron Wise,90,68.81,"1,090","1,584",-0.29,2018
Ryan Moore,78,68.80,966,"1,404",-0.26,2018
Russell Henley,77,68.77,916,"1,332",-0.26,2018
Justin Thomas,91,68.77,"1,015","1,476",-0.33,2018
Chez Reavie,93,68.67,"1,063","1,548",-0.27,2018
Shane Lowry,64,68.65,692,"1,008",-0.25,2018
Stewart Cink,87,68.58,"1,074","1,566",-0.27,2018
Bronson Burgoon,69,68.44,850,"1,242",-0.28,2018
Luke List,98,68.36,"1,169","1,710",-0.27,2018
J.T. Poston,73,68.31,873,"1,278",-0.28,2018
James Hahn,85,68.29,"1,008","1,476",-0.26,2018
Brooks Koepka,64,68.28,762,"1,116",-0.31,2018
Chris Kirk,108,68.24,"1,302","1,908",-0.27,2018
Ryan Armour,109,68.22,"1,314","1,926",-0.25,2018
Bubba Watson,90,68.21,970,"1,422",-0.28,2018
Nate Lashley,51,68.20,577,846,-0.24,2018
Jonathan Byrd,70,68.19,761,"1,116",-0.25,2018
Denny McCarthy,71,68.17,773,"1,134",-0.26,2018
Adam Hadwin,92,68.04,"1,090","1,602",-0.25,2018
Nicholas Lindheim,77,68.04,845,"1,242",-0.26,2018
Byeong Hun An,86,67.99,"1,028","1,512",-0.26,2018
Nick Watney,94,67.96,"1,101","1,620",-0.28,2018
Beau Hossler,104,67.95,"1,272","1,872",-0.29,2018
Webb Simpson,95,67.93,"1,125","1,656",-0.29,2018
Adam Schenk,86,67.92,978,"1,440",-0.24,2018
Peter Uihlein,83,67.88,953,"1,404",-0.27,2018
Johnson Wagner,75,67.87,843,"1,242",-0.28,2018
Fabián Gómez,88,67.86,"1,026","1,512",-0.25,2018
Rory Sabbatini,91,67.85,"1,087","1,602",-0.26,2018
Paul Casey,74,67.84,867,"1,278",-0.27,2018
Harold Varner III,91,67.79,"1,086","1,602",-0.25,2018
Pat Perez,82,67.78,915,"1,350",-0.27,2018
Chesson Hadley,103,67.68,"1,206","1,782",-0.30,2018
Nick Taylor,94,67.65,"1,096","1,620",-0.24,2018
Brian Harman,94,67.59,"1,095","1,620",-0.26,2018
William McGirt,84,67.59,949,"1,404",-0.24,2018
Shawn Stefani,76,67.49,899,"1,332",-0.27,2018
Zach Johnson,94,67.43,"1,056","1,566",-0.29,2018
Lanto Griffin,80,67.42,898,"1,332",-0.27,2018
Tiger Woods,68,67.40,825,"1,224",-0.30,2018
Lucas Glover,65,67.12,737,"1,098",-0.24,2018
Brian Stuard,103,67.12,"1,172","1,746",-0.25,2018
Stephan Jaeger,81,67.11,906,"1,350",-0.25,2018
Branden Grace,67,67.10,773,"1,152",-0.27,2018
Tom Lovelady,87,67.08,978,"1,458",-0.29,2018
Xinjun Zhang,81,67.04,905,"1,350",-0.24,2018
Vaughn Taylor,83,67.02,953,"1,422",-0.27,2018
Ian Poulter,73,67.01,772,"1,152",-0.26,2018
Richy Werenski,98,66.97,"1,109","1,656",-0.26,2018
Daniel Berger,81,66.89,915,"1,368",-0.26,2018
Kevin Tway,110,66.88,"1,252","1,872",-0.29,2018
Matt Kuchar,88,66.81,962,"1,440",-0.27,2018
Brice Garnett,99,66.78,"1,142","1,710",-0.26,2018
Marc Leishman,93,66.67,"1,080","1,620",-0.30,2018
Steve Wheatcroft,60,66.57,695,"1,044",-0.26,2018
Charley Hoffman,87,66.53,958,"1,440",-0.27,2018
Kevin Chappell,77,66.52,886,"1,332",-0.27,2018
Austin Cook,107,66.51,"1,281","1,926",-0.27,2018
Abraham Ancer,98,66.49,"1,149","1,728",-0.27,2018
Matt Jones,70,66.49,742,"1,116",-0.27,2018
Zac Blair,64,66.48,694,"1,044",-0.27,2018
Tyrrell Hatton,58,66.46,646,972,-0.24,2018
Martin Flores,92,66.34,"1,027","1,548",-0.26,2018
Rory McIlroy,64,66.30,728,"1,098",-0.31,2018
Conrad Shindler,60,66.27,668,"1,008",-0.26,2018
Ryan Blaum,81,66.10,928,"1,404",-0.27,2018
Mackenzie Hughes,80,66.01,903,"1,368",-0.27,2018
Martin Laird,73,65.90,771,"1,170",-0.29,2018
John Huh,94,65.80,"1,066","1,620",-0.29,2018
Louis Oosthuizen,62,65.74,639,972,-0.23,2018
Brandon Harkins,101,65.67,"1,123","1,710",-0.31,2018
Scott Brown,102,65.65,"1,158","1,764",-0.27,2018
Patrick Rodgers,97,65.65,"1,099","1,674",-0.28,2018
Andrew Landry,82,65.63,945,"1,440",-0.27,2018
Scott Stallings,96,65.62,"1,063","1,620",-0.26,2018
Ryan Palmer,69,65.61,744,"1,134",-0.30,2018
Xander Schauffele,96,65.59,"1,098","1,674",-0.29,2018
Chad Campbell,87,65.54,932,"1,422",-0.21,2018
Cameron Tringale,67,65.52,743,"1,134",-0.23,2018
Kevin Kisner,89,65.38,918,"1,404",-0.28,2018
Trey Mullinax,75,65.38,812,"1,242",-0.29,2018
Jason Day,75,65.28,799,"1,224",-0.33,2018
Robert Garrigus,80,65.28,893,"1,368",-0.26,2018
J.B. Holmes,77,65.26,881,"1,350",-0.28,2018
Tyrone Van Aswegen,101,65.23,"1,092","1,674",-0.26,2018
Seamus Power,86,65.17,915,"1,404",-0.27,2018
Jhonattan Vegas,92,65.17,"1,044","1,602",-0.25,2018
Troy Merritt,89,65.16,997,"1,530",-0.29,2018
Danny Lee,88,65.05,"1,007","1,548",-0.29,2018
Brandt Snedeker,84,65.04,960,"1,476",-0.29,2018
Sam Saunders,80,65.02,866,"1,332",-0.30,2018
Ben Silverman,90,64.95,982,"1,512",-0.27,2018
Robert Streb,78,64.94,865,"1,332",-0.24,2018
Alex Noren,67,64.91,701,"1,080",-0.28,2018
Ben Crane,65,64.88,689,"1,062",-0.26,2018
Phil Mickelson,90,64.88,"1,016","1,566",-0.34,2018
Ethan Tracy,72,64.87,794,"1,224",-0.26,2018
Bill Haas,76,64.79,863,"1,332",-0.23,2018
Anirban Lahiri,82,64.70,955,"1,476",-0.27,2018
Kevin Na,91,64.66,"1,001","1,548",-0.31,2018
Jamie Lovemark,92,64.65,"1,024","1,584",-0.29,2018
Matt Every,79,64.59,872,"1,350",-0.26,2018
Brian Gay,103,64.52,"1,173","1,818",-0.30,2018
Graeme McDowell,67,64.50,685,"1,062",-0.24,2018
Bud Cauley,55,64.26,613,954,-0.26,2018
Jason Dufner,71,64.24,740,"1,152",-0.24,2018
Rob Oppenheim,74,64.05,784,"1,224",-0.26,2018
Ben Martin,64,63.98,737,"1,152",-0.28,2018
Sean O'Hair,67,63.84,724,"1,134",-0.27,2018
Kelly Kraft,94,63.83,"1,057","1,656",-0.25,2018
Si Woo Kim,108,63.78,"1,194","1,872",-0.27,2018
Alex Cejka,77,63.77,792,"1,242",-0.27,2018
Ricky Barnes,65,63.75,677,"1,062",-0.32,2018
Roberto Díaz,72,63.73,780,"1,224",-0.23,2018
Zecheng Dou,53,63.72,562,882,-0.21,2018
Tom Hoge,101,63.62,"1,065","1,674",-0.28,2018
Talor Gooch,78,63.58,824,"1,296",-0.26,2018
Patrick Reed,94,63.57,984,"1,548",-0.30,2018
Whee Kim,93,63.55,"1,018","1,602",-0.29,2018
Matt Atkins,56,63.46,594,936,-0.26,2018
Aaron Baddeley,84,63.39,890,"1,404",-0.26,2018
Harris English,84,63.32,889,"1,404",-0.29,2018
Sung Kang,89,63.20,967,"1,530",-0.28,2018
Jim Furyk,50,63.19,546,864,-0.23,2018
Cameron Smith,85,63.18,887,"1,404",-0.30,2018
David Lingmerth,82,63.03,885,"1,404",-0.30,2018
"Ted Potter, Jr.",87,63.03,987,"1,566",-0.27,2018
Billy Hurley III,70,63.02,726,"1,152",-0.25,2018
Peter Malnati,87,62.99,941,"1,494",-0.30,2018
Chris Stroud,81,62.94,827,"1,314",-0.27,2018
Ollie Schniederjans,91,62.77,983,"1,566",-0.31,2018
Rod Pampling,62,62.64,654,"1,044",-0.23,2018
Grayson Murray,72,62.50,810,"1,296",-0.30,2018
Cody Gribble,71,62.48,731,"1,170",-0.28,2018
Kyle Thompson,50,62.44,517,828,-0.22,2018
Kiradech Aphibarnrat,51,62.20,515,828,-0.27,2018
Jonas Blixt,67,62.02,681,"1,098",-0.24,2018
Jimmy Walker,81,61.90,858,"1,386",-0.29,2018
Andrew Yun,51,61.85,501,810,-0.22,2018
Retief Goosen,60,61.75,578,936,-0.25,2018
Wesley Bryan,69,61.28,739,"1,206",-0.27,2018
Charl Schwartzel,65,61.11,638,"1,044",-0.25,2018
Dominic Bozzelli,65,60.94,713,"1,170",-0.28,2018
Michael Kim,74,60.63,764,"1,260",-0.28,2018
Jonathan Randolph,71,60.43,707,"1,170",-0.24,2018
Martin Piller,79,60.39,837,"1,386",-0.27,2018
Derek Fathauer,84,60.35,869,"1,440",-0.29,2018
Satoshi Kodaira,51,60.30,521,864,-0.22,2018
D.A. Points,63,60.20,661,"1,098",-0.26,2018
Greg Chalmers,56,56.94,533,936,-0.27,2018
Daniel Summerhays,51,56.79,460,810,-0.28,2018
Martin Flores,88,70.64,"1,030","1,458",-0.25,2017
Kyle Stanley,104,70.39,"1,267","1,800",-0.26,2017
Lucas Glover,93,70.08,"1,110","1,584",-0.27,2017
Jordan Spieth,85,69.97,932,"1,332",-0.35,2017
Ryan Armour,63,69.96,743,"1,062",-0.23,2017
Paul Casey,94,69.96,"1,083","1,548",-0.27,2017
Cameron Percy,71,69.91,818,"1,170",-0.23,2017
Sergio Garcia,65,69.73,728,"1,044",-0.26,2017
Dustin Johnson,77,69.61,852,"1,224",-0.31,2017
Robert Garrigus,78,69.52,901,"1,296",-0.28,2017
J.J. Henry,92,69.44,"1,075","1,548",-0.21,2017
Gary Woodland,94,69.35,"1,061","1,530",-0.26,2017
Patrick Cantlay,52,69.21,598,864,-0.29,2017
Hideki Matsuyama,83,69.14,896,"1,296",-0.32,2017
Luke List,102,69.10,"1,219","1,764",-0.29,2017
Chad Campbell,97,69.07,"1,206","1,746",-0.24,2017
Tony Finau,106,68.96,"1,291","1,872",-0.30,2017
Keegan Bradley,104,68.93,"1,216","1,764",-0.28,2017
Jon Rahm,90,68.79,"1,003","1,458",-0.30,2017
Boo Weekley,75,68.65,902,"1,314",-0.22,2017
Graham DeLaet,82,68.57,938,"1,368",-0.27,2017
Stewart Cink,93,68.54,"1,098","1,602",-0.28,2017
Hudson Swafford,94,68.21,"1,105","1,620",-0.27,2017
Billy Horschel,88,68.19,"1,031","1,512",-0.23,2017
Justin Rose,66,68.19,761,"1,116",-0.29,2017
Jim Herman,77,68.07,919,"1,350",-0.25,2017
Scott Stallings,81,67.89,941,"1,386",-0.25,2017
Xander Schauffele,96,67.74,"1,073","1,584",-0.29,2017
Andres Gonzales,73,67.71,841,"1,242",-0.26,2017
Harold Varner III,101,67.68,"1,206","1,782",-0.25,2017
Blayne Barber,77,67.61,864,"1,278",-0.27,2017
Shane Lowry,52,67.53,547,810,-0.28,2017
C.T. Pan,88,67.53,"1,021","1,512",-0.23,2017
Ryan Brehm,83,67.50,887,"1,314",-0.26,2017
Shawn Stefani,72,67.48,826,"1,224",-0.24,2017
Richy Werenski,81,67.42,898,"1,332",-0.25,2017
Bud Cauley,92,67.38,"1,043","1,548",-0.27,2017
Marc Leishman,94,67.38,"1,043","1,548",-0.29,2017
Rory Sabbatini,71,67.35,788,"1,170",-0.28,2017
Justin Thomas,86,67.33,909,"1,350",-0.36,2017
Russell Henley,99,67.32,"1,127","1,674",-0.28,2017
Brendan Steele,89,67.29,969,"1,440",-0.27,2017
Bill Haas,92,67.28,981,"1,458",-0.24,2017
William McGirt,89,67.23,956,"1,422",-0.24,2017
Francesco Molinari,75,67.22,847,"1,260",-0.27,2017
Jason Dufner,89,67.15,967,"1,440",-0.28,2017
J.J. Spaun,92,67.12,"1,039","1,548",-0.26,2017
Emiliano Grillo,90,67.06,"1,026","1,530",-0.26,2017
Charles Howell III,86,67.01,989,"1,476",-0.27,2017
Rickie Fowler,78,66.98,868,"1,296",-0.32,2017
Jason Kokrak,95,66.97,"1,097","1,638",-0.25,2017
Daniel Berger,91,66.93,"1,012","1,512",-0.29,2017
Johnson Wagner,71,66.93,759,"1,134",-0.24,2017
Chez Reavie,98,66.91,"1,096","1,638",-0.28,2017
Rick Lamb,54,66.89,602,900,-0.26,2017
Adam Scott,58,66.87,674,"1,008",-0.27,2017
Scott Piercy,70,66.84,782,"1,170",-0.29,2017
D.A. Points,68,66.83,818,"1,224",-0.24,2017
Julián Etulain,68,66.75,757,"1,134",-0.24,2017
Brett Stegmaier,78,66.74,913,"1,368",-0.24,2017
Chris Kirk,89,66.73,997,"1,494",-0.28,2017
Kevin Streelman,90,66.67,"1,056","1,584",-0.25,2017
Vaughn Taylor,90,66.67,"1,008","1,512",-0.27,2017
Matt Kuchar,95,66.60,"1,055","1,584",-0.26,2017
Ben Martin,86,66.60,947,"1,422",-0.25,2017
Russell Knox,75,66.58,815,"1,224",-0.25,2017
Alex Cejka,85,66.45,921,"1,386",-0.22,2017
Kevin Kisner,105,66.43,"1,124","1,692",-0.25,2017
Nick Watney,75,66.43,825,"1,242",-0.24,2017
Tyrone Van Aswegen,105,66.38,"1,159","1,746",-0.24,2017
Trey Mullinax,88,66.24,930,"1,404",-0.29,2017
Branden Grace,70,66.20,703,"1,062",-0.24,2017
Chris Stroud,67,66.20,703,"1,062",-0.26,2017
Sean O'Hair,84,66.19,977,"1,476",-0.27,2017
Nick Taylor,97,66.14,"1,131","1,710",-0.24,2017
Charley Hoffman,112,66.13,"1,238","1,872",-0.30,2017
Danny Lee,93,66.10,"1,059","1,602",-0.28,2017
James Hahn,96,66.09,"1,142","1,728",-0.25,2017
Sung Kang,104,66.07,"1,213","1,836",-0.28,2017
Tom Hoge,54,66.06,547,828,-0.28,2017
Brandt Snedeker,53,66.06,547,828,-0.28,2017
Pat Perez,93,66.04,"1,046","1,584",-0.29,2017
Ollie Schniederjans,92,66.03,"1,034","1,566",-0.28,2017
Kyle Reifers,96,65.97,"1,045","1,584",-0.22,2017
Jamie Lovemark,98,65.94,"1,092","1,656",-0.28,2017
Rory McIlroy,51,65.94,546,828,-0.29,2017
Tag Ridings,67,65.91,700,"1,062",-0.29,2017
Jhonattan Vegas,95,65.91,"1,044","1,584",-0.26,2017
Ryan Palmer,61,65.90,605,918,-0.21,2017
Patrick Rodgers,76,65.84,877,"1,332",-0.22,2017
John Huh,92,65.78,"1,042","1,584",-0.24,2017
Bryson DeChambeau,91,65.77,"1,030","1,566",-0.26,2017
Jim Furyk,54,65.72,556,846,-0.22,2017
J.T. Poston,95,65.69,"1,005","1,530",-0.30,2017
Ben Crane,86,65.68,934,"1,422",-0.24,2017
Michael Kim,94,65.68,"1,064","1,620",-0.27,2017
Nicholas Lindheim,58,65.67,662,"1,008",-0.25,2017
Seamus Power,86,65.63,945,"1,440",-0.28,2017
Martin Laird,83,65.61,933,"1,422",-0.28,2017
Mark Anderson,54,65.60,614,936,-0.24,2017
Seung-Yul Noh,91,65.58,"1,027","1,566",-0.27,2017
Spencer Levin,89,65.56,"1,003","1,530",-0.22,2017
Geoff Ogilvy,80,65.51,849,"1,296",-0.23,2017
Kevin Na,86,65.46,919,"1,404",-0.27,2017
Mark Hubbard,81,65.39,871,"1,332",-0.23,2017
Ryan Blaum,100,65.28,"1,128","1,728",-0.27,2017
Smylie Kaufman,76,65.26,834,"1,278",-0.28,2017
Webb Simpson,102,65.26,"1,116","1,710",-0.28,2017
Sam Saunders,76,65.24,822,"1,260",-0.28,2017
Robert Streb,98,65.19,"1,103","1,692",-0.26,2017
Steven Alker,69,65.17,739,"1,134",-0.24,2017
Louis Oosthuizen,69,65.13,680,"1,044",-0.25,2017
Kevin Chappell,95,65.05,"1,007","1,548",-0.28,2017
Ryan Moore,82,65.05,925,"1,422",-0.28,2017
Miguel Angel Carballo,63,64.91,666,"1,026",-0.25,2017
Adam Hadwin,98,64.89,"1,098","1,692",-0.29,2017
Brett Drewitt,57,64.78,618,954,-0.22,2017
Mackenzie Hughes,106,64.74,"1,212","1,872",-0.26,2017
David Hearn,93,64.71,990,"1,530",-0.24,2017
Troy Merritt,82,64.71,862,"1,332",-0.26,2017
Kevin Tway,96,64.71,"1,025","1,584",-0.28,2017
Zac Blair,105,64.70,"1,153","1,782",-0.24,2017
Fabián Gómez,61,64.69,687,"1,062",-0.25,2017
Hunter Mahan,73,64.55,825,"1,278",-0.23,2017
Byeong Hun An,77,64.52,813,"1,260",-0.25,2017
Brandon Hagy,85,64.50,894,"1,386",-0.28,2017
Ian Poulter,72,64.46,789,"1,224",-0.25,2017
Cameron Tringale,89,64.39,962,"1,494",-0.26,2017
Scott Brown,95,64.35,"1,054","1,638",-0.27,2017
Brad Fritsch,56,64.21,601,936,-0.23,2017
Zach Johnson,81,64.16,843,"1,314",-0.27,2017
Rod Pampling,71,64.01,818,"1,278",-0.21,2017
Jason Day,71,63.98,737,"1,152",-0.34,2017
Tim Wilkinson,64,63.98,668,"1,044",-0.27,2017
Grayson Murray,94,63.95,"1,036","1,620",-0.30,2017
Roberto Castro,70,63.89,759,"1,188",-0.20,2017
Retief Goosen,52,63.89,529,828,-0.25,2017
Jimmy Walker,68,63.75,677,"1,062",-0.27,2017
Harris English,84,63.73,826,"1,296",-0.26,2017
Ken Duke,77,63.69,814,"1,278",-0.24,2017
Michael Thompson,60,63.69,642,"1,008",-0.24,2017
Billy Hurley III,80,63.61,916,"1,440",-0.26,2017
Brian Stuard,93,63.59,973,"1,530",-0.26,2017
Morgan Hoffmann,92,63.57,"1,007","1,584",-0.27,2017
Ricky Barnes,100,63.53,"1,052","1,656",-0.27,2017
Brian Gay,82,63.53,892,"1,404",-0.27,2017
Patton Kizzire,84,63.52,869,"1,368",-0.27,2017
Anirban Lahiri,72,63.43,822,"1,296",-0.32,2017
Brian Campbell,55,63.29,581,918,-0.28,2017
Ryo Ishikawa,56,63.29,638,"1,008",-0.26,2017
Brian Harman,104,63.19,"1,092","1,728",-0.29,2017
Jason Bohn,75,63.15,807,"1,278",-0.21,2017
Kelly Kraft,75,63.15,807,"1,278",-0.25,2017
Sebastián Muñoz,51,63.15,557,882,-0.27,2017
Cameron Smith,86,63.14,932,"1,476",-0.31,2017
Matt Jones,64,63.10,636,"1,008",-0.26,2017
K.J. Choi,72,63.05,749,"1,188",-0.25,2017
Daniel Summerhays,100,63.02,"1,021","1,620",-0.28,2017
Bubba Watson,71,63.02,692,"1,098",-0.27,2017
Phil Mickelson,85,62.85,905,"1,440",-0.32,2017
David Lingmerth,79,62.83,803,"1,278",-0.29,2017
Derek Fathauer,81,62.81,848,"1,350",-0.29,2017
Jonathan Randolph,68,62.71,666,"1,062",-0.26,2017
Cody Gribble,79,62.70,869,"1,386",-0.29,2017
Rafa Cabrera Bello,63,62.60,631,"1,008",-0.26,2017
Aaron Baddeley,61,62.57,642,"1,026",-0.28,2017
Graeme McDowell,56,62.55,608,972,-0.28,2017
Peter Malnati,91,62.48,956,"1,530",-0.27,2017
Brooks Koepka,88,62.28,852,"1,368",-0.35,2017
Gonzalo Fernandez-Castaño,63,62.20,627,"1,008",-0.26,2017
J.B. Holmes,83,62.19,806,"1,296",-0.30,2017
Whee Kim,74,62.09,760,"1,224",-0.29,2017
Patrick Reed,107,62.09,"1,073","1,728",-0.29,2017
Søren Kjeldsen,58,62.02,547,882,-0.26,2017
Dominic Bozzelli,69,61.97,725,"1,170",-0.25,2017
Luke Donald,50,61.92,535,864,-0.27,2017
Camilo Villegas,76,61.88,802,"1,296",-0.30,2017
Bryce Molder,74,61.79,823,"1,332",-0.24,2017
Charl Schwartzel,63,61.69,644,"1,044",-0.29,2017
Jonas Blixt,74,61.51,775,"1,260",-0.29,2017
Steve Wheatcroft,51,60.99,516,846,-0.24,2017
Chad Collins,66,60.93,680,"1,116",-0.25,2017
Wesley Bryan,95,60.92,976,"1,602",-0.28,2017
Matt Every,76,60.16,758,"1,260",-0.30,2017
Greg Chalmers,75,59.86,765,"1,278",-0.26,2017
Andrew Loupe,55,59.83,560,936,-0.26,2017
Si Woo Kim,80,58.84,752,"1,278",-0.24,2017
Carl Pettersson,63,57.91,615,"1,062",-0.28,2017
Ernie Els,52,56.60,489,864,-0.26,2017
Steven Bowditch,59,53.54,530,990,-0.18,2017
Lucas Glover,75,71.63,967,"1,350",-0.27,2016
Paul Casey,77,70.80,943,"1,332",-0.25,2016
Adam Scott,79,70.76,968,"1,368",-0.29,2016
Stewart Cink,61,70.40,773,"1,098",-0.25,2016
Thomas Aiken,70,70.20,834,"1,188",-0.21,2016
Jason Dufner,105,70.15,"1,288","1,836",-0.25,2016
Sergio Garcia,54,70.15,644,918,-0.26,2016
Greg Owen,85,69.75,"1,017","1,458",-0.23,2016
Russell Knox,92,69.73,"1,117","1,602",-0.24,2016
Jhonattan Vegas,97,69.71,"1,167","1,674",-0.26,2016
Rory McIlroy,69,69.62,777,"1,116",-0.32,2016
Keegan Bradley,82,69.58,"1,027","1,476",-0.24,2016
Johnson Wagner,86,69.38,"1,074","1,548",-0.25,2016
Robert Garrigus,69,69.32,811,"1,170",-0.29,2016
Rickie Fowler,80,69.26,960,"1,386",-0.28,2016
Patrick Rodgers,89,69.22,"1,059","1,530",-0.26,2016
Kevin Streelman,82,69.17,"1,021","1,476",-0.25,2016
Bubba Watson,72,69.16,859,"1,242",-0.28,2016
Roberto Castro,97,69.13,"1,207","1,746",-0.27,2016
Scott Pinckney,87,69.02,"1,056","1,530",-0.25,2016
John Senden,88,68.86,"1,066","1,548",-0.25,2016
Hudson Swafford,104,68.80,"1,288","1,872",-0.28,2016
Gary Woodland,95,68.74,"1,126","1,638",-0.27,2016
Charl Schwartzel,73,68.73,866,"1,260",-0.26,2016
Brendan Steele,88,68.72,"1,039","1,512",-0.26,2016
Jason Kokrak,89,68.66,"1,100","1,602",-0.26,2016
Emiliano Grillo,93,68.52,"1,110","1,620",-0.26,2016
Graham DeLaet,70,68.35,812,"1,188",-0.28,2016
Jim Furyk,52,68.27,639,936,-0.22,2016
Russell Henley,76,68.27,934,"1,368",-0.25,2016
David Hearn,95,68.25,"1,167","1,710",-0.26,2016
Henrik Norlander,71,68.24,823,"1,206",-0.25,2016
Chad Campbell,90,68.15,"1,104","1,620",-0.25,2016
Louis Oosthuizen,63,68.15,687,"1,008",-0.25,2016
Rhein Gibson,58,68.11,662,972,-0.22,2016
Hideki Matsuyama,76,68.11,895,"1,314",-0.30,2016
Chez Reavie,90,68.09,"1,054","1,548",-0.26,2016
Charles Howell III,91,68.01,"1,114","1,638",-0.29,2016
Alex Cejka,71,67.99,820,"1,206",-0.28,2016
Justin Rose,65,67.92,758,"1,116",-0.27,2016
Boo Weekley,83,67.87,"1,014","1,494",-0.26,2016
Ryan Palmer,86,67.83,"1,050","1,548",-0.29,2016
Dustin Johnson,87,67.82,"1,001","1,476",-0.36,2016
Matt Kuchar,100,67.82,"1,172","1,728",-0.28,2016
Billy Horschel,73,67.70,853,"1,260",-0.27,2016
Daniel Berger,92,67.67,"1,084","1,602",-0.28,2016
Martin Laird,82,67.66,950,"1,404",-0.27,2016
Kyle Reifers,115,67.62,"1,351","1,998",-0.27,2016
J.J. Henry,68,67.51,802,"1,188",-0.18,2016
Kelly Kraft,63,67.42,716,"1,062",-0.27,2016
William McGirt,98,67.35,"1,188","1,764",-0.26,2016
Scott Piercy,87,67.33,"1,018","1,512",-0.26,2016
Jason Day,76,67.23,835,"1,242",-0.34,2016
Luke List,79,67.17,931,"1,386",-0.26,2016
Sean O'Hair,89,67.17,"1,076","1,602",-0.28,2016
Kyle Stanley,92,67.17,"1,076","1,602",-0.25,2016
Bill Haas,86,67.14,991,"1,476",-0.23,2016
Webb Simpson,70,67.14,846,"1,260",-0.26,2016
Brooks Koepka,75,66.98,844,"1,260",-0.31,2016
Brett Stegmaier,87,66.80,"1,022","1,530",-0.25,2016
Branden Grace,63,66.76,721,"1,080",-0.26,2016
Dawie van der Walt,72,66.75,841,"1,260",-0.26,2016
Blayne Barber,84,66.74,961,"1,440",-0.25,2016
Ben Martin,92,66.73,"1,057","1,584",-0.28,2016
Kevin Na,96,66.73,"1,117","1,674",-0.28,2016
Jerry Kelly,76,66.67,912,"1,368",-0.24,2016
Chris Stroud,82,66.60,959,"1,440",-0.27,2016
Jason Gore,78,66.52,886,"1,332",-0.26,2016
Shawn Stefani,91,66.48,"1,041","1,566",-0.23,2016
Will MacKenzie,84,66.39,956,"1,440",-0.23,2016
Kevin Chappell,93,66.37,"1,111","1,674",-0.27,2016
Jason Bohn,67,66.33,800,"1,206",-0.28,2016
Spencer Levin,104,66.33,"1,194","1,800",-0.27,2016
Smylie Kaufman,91,66.29,"1,050","1,584",-0.29,2016
Bronson Burgoon,83,66.24,942,"1,422",-0.25,2016
Harold Varner III,92,66.24,"1,097","1,656",-0.25,2016
John Huh,86,66.21,"1,013","1,530",-0.24,2016
Robert Streb,87,66.20,"1,001","1,512",-0.23,2016
Derek Ernst,59,66.18,679,"1,026",-0.21,2016
Michael Thompson,71,66.18,810,"1,224",-0.28,2016
Andres Gonzales,80,66.17,929,"1,404",-0.25,2016
Scott Stallings,74,66.11,833,"1,260",-0.25,2016
