Player Name,Rounds,Average Score,Total Strokes,Total Adjustment,Total Rounds,Year
Dustin Johnson,77,68.698,"5,072",11.669,74,2018
Justin Rose,70,68.993,"4,556",- 2.468,66,2018
Justin Thomas,91,69.118,"5,663",4.652,82,2018
Webb Simpson,95,69.293,"6,371",3.938,92,2018
Rory McIlroy,64,69.303,"4,241",- 13.545,61,2018
Tommy Fleetwood,73,69.342,"4,588",- 11.452,66,2018
Tiger Woods,68,69.350,"4,730",- 14.227,68,2018
Rickie Fowler,74,69.435,"5,136",2.191,74,2018
Brooks Koepka,64,69.444,"4,302",3.519,62,2018
Tony Finau,105,69.520,"6,814",- 1.079,98,2018
Jason Day,75,69.603,"4,739",- 5.991,68,2018
Henrik Stenson,60,69.617,"3,901",- 2.449,56,2018
Bryson DeChambeau,93,69.646,"6,473",4.095,93,2018
Francesco Molinari,73,69.797,"4,894",- 8.241,70,2018
Paul Casey,74,69.850,"4,973",- 13.671,71,2018
Rafa Cabrera Bello,75,69.887,"4,898",- 5.891,70,2018
Patrick Cantlay,87,69.899,"5,594",- 2.071,80,2018
Jordan Spieth,81,69.904,"5,284",28.677,76,2018
Zach Johnson,94,69.911,"6,063",19.256,87,2018
Jon Rahm,71,69.958,"4,597",20.204,66,2018
Alex Noren,67,69.973,"4,222",- 23.647,60,2018
Ryan Moore,78,70.015,"5,457",4.196,78,2018
Hideki Matsuyama,75,70.022,"5,027",14.609,72,2018
Tyrrell Hatton,58,70.091,"3,802",- 17.110,54,2018
Phil Mickelson,90,70.098,"6,095",3.491,87,2018
Patrick Reed,94,70.106,"6,038",- 8.920,86,2018
Emiliano Grillo,94,70.152,"6,438",15.974,92,2018
Billy Horschel,86,70.154,"5,720",32.650,82,2018
Louis Oosthuizen,62,70.157,"3,806",- 17.525,54,2018
Gary Woodland,96,70.161,"6,389",- 4.341,91,2018
Byeong Hun An,86,70.190,"5,902",- 6.019,84,2018
Charles Howell III,104,70.219,"7,011",10.875,100,2018
Luke List,98,70.229,"6,679",- 7.229,95,2018
Aaron Wise,90,70.247,"6,165",16.744,88,2018
Marc Leishman,93,70.260,"6,312",11.401,90,2018
Brian Gay,103,70.280,"7,062",36.311,101,2018
Kevin Na,91,70.288,"6,011",33.755,86,2018
Keegan Bradley,98,70.303,"6,525",13.174,93,2018
Chesson Hadley,103,70.311,"6,941",19.784,99,2018
Daniel Berger,81,70.320,"5,353",- 8.669,76,2018
Jim Furyk,50,70.342,"3,388",- 11.594,48,2018
Brandt Snedeker,84,70.379,"5,753",18.061,82,2018
Bubba Watson,90,70.384,"5,536",24.311,79,2018
Kyle Stanley,93,70.404,"6,183",12.547,88,2018
Chris Kirk,108,70.411,"7,411",52.535,106,2018
Branden Grace,67,70.412,"4,515",- 8.632,64,2018
Adam Scott,78,70.420,"5,504",- 11.240,78,2018
Chez Reavie,93,70.432,"6,036",21.164,86,2018
Kevin Streelman,94,70.436,"6,449",31.091,92,2018
Stewart Cink,87,70.440,"6,113",15.276,87,2018
Jason Kokrak,99,70.444,"6,927",46.955,99,2018
C.T. Pan,104,70.457,"6,866",38.777,98,2018
Matt Kuchar,88,70.461,"5,626",10.903,80,2018
Austin Cook,107,70.469,"7,503",37.137,107,2018
Xander Schauffele,96,70.486,"6,549",6.172,93,2018
Russell Henley,77,70.489,"5,224",- 7.800,74,2018
Cameron Smith,85,70.517,"5,493",7.351,78,2018
Charley Hoffman,87,70.521,"5,651",- 9.353,80,2018
J.J. Spaun,85,70.525,"5,537",34.488,79,2018
Brian Harman,94,70.536,"6,341",7.258,90,2018
Russell Knox,94,70.568,"6,338",13.097,90,2018
Beau Hossler,104,70.574,"7,302",37.683,104,2018
Joel Dahmen,93,70.578,"5,953",46.108,85,2018
Peter Uihlein,83,70.578,"5,495",10.113,78,2018
Andrew Putnam,97,70.579,"6,239",42.501,89,2018
Ian Poulter,73,70.593,"4,519",- 1.050,64,2018
Pat Perez,82,70.594,"5,295",- .465,75,2018
Kiradech Aphibarnrat,51,70.629,"3,277",- 28.069,46,2018
Ollie Schniederjans,91,70.641,"6,143",2.736,87,2018
Abraham Ancer,98,70.659,"6,745",38.301,96,2018
Anirban Lahiri,82,70.660,"5,794",.125,82,2018
Alex Cejka,77,70.675,"4,852",24.586,69,2018
Vaughn Taylor,83,70.692,"5,554",30.631,79,2018
Rory Sabbatini,91,70.693,"6,250",41.673,89,2018
Bronson Burgoon,69,70.701,"4,845",33.336,69,2018
John Huh,94,70.718,"6,329",35.607,90,2018
Scott Stallings,96,70.719,"6,348",16.749,90,2018
Brandon Harkins,101,70.721,"6,688",30.493,95,2018
Kevin Kisner,89,70.729,"5,491",25.890,78,2018
Patrick Rodgers,97,70.731,"6,572",5.976,93,2018
Jamie Lovemark,92,70.734,"6,201",23.597,88,2018
Scott Piercy,84,70.736,"5,634",24.879,80,2018
Corey Conners,97,70.743,"6,543",36.067,93,2018
Adam Hadwin,92,70.750,"6,280",16.754,89,2018
Shane Lowry,64,70.754,"3,973",- 10.782,56,2018
Ryan Armour,109,70.758,"7,515",56.143,107,2018
Johnson Wagner,75,70.758,"4,826",56.333,69,2018
Jimmy Walker,81,70.786,"5,456",- 5.503,77,2018
J.B. Holmes,77,70.789,"5,306",3.206,75,2018
William McGirt,84,70.791,"5,494",27.689,78,2018
Sam Saunders,80,70.794,"5,208",30.754,74,2018
Kevin Tway,110,70.800,"7,323",40.238,104,2018
Trey Mullinax,75,70.815,"4,872",14.211,69,2018
Blayne Barber,69,70.835,"4,699",46.914,67,2018
Kevin Chappell,77,70.839,"5,243",- .914,74,2018
Martin Laird,73,70.839,"4,576",28.535,65,2018
Patton Kizzire,92,70.841,"6,263",41.848,89,2018
Peter Malnati,87,70.841,"5,848",31.766,83,2018
Aaron Baddeley,84,70.850,"5,518",8.336,78,2018
Denny McCarthy,71,70.861,"4,432",32.262,63,2018
Nick Watney,94,70.862,"6,346",31.574,90,2018
Seamus Power,86,70.869,"5,490",37.782,78,2018
Troy Merritt,89,70.888,"5,993",32.512,85,2018
James Hahn,85,70.896,"5,779",34.491,82,2018
Cameron Percy,56,70.909,"3,503",42.468,50,2018
Sam Ryder,82,70.914,"5,612",61.082,80,2018
J.T. Poston,73,70.915,"4,999",35.990,71,2018
Keith Mitchell,99,70.920,"6,819",60.269,97,2018
Michael Thompson,62,70.924,"4,085",28.611,58,2018
Tom Hoge,101,70.945,"6,568",29.869,93,2018
Harold Varner III,91,70.971,"6,303",13.422,89,2018
Ben Martin,64,70.974,"4,533",9.367,64,2018
Ryan Blaum,81,70.993,"5,502",35.485,78,2018
Nate Lashley,51,70.999,"3,318",18.976,47,2018
Graeme McDowell,67,71.001,"4,196",- 6.967,59,2018
Brice Garnett,99,71.018,"6,716",30.748,95,2018
Fabián Gómez,88,71.020,"5,929",36.713,84,2018
Brendan Steele,74,71.021,"4,754",4.383,67,2018
"Ted Potter, Jr.",87,71.024,"6,171",8.084,87,2018
Bill Haas,76,71.028,"5,244",12.044,74,2018
Ryan Palmer,69,71.031,"4,444",30.976,63,2018
Brian Stuard,103,71.038,"6,855",35.723,97,2018
Tyler Duncan,97,71.040,"6,582",24.711,93,2018
David Lingmerth,82,71.043,"5,511",30.321,78,2018
Andrew Landry,82,71.059,"5,657",27.705,80,2018
Lucas Glover,65,71.066,"4,345",- 9.950,61,2018
Ben Crane,65,71.097,"4,164",30.701,59,2018
Matt Jones,70,71.112,"4,381",27.928,62,2018
Hunter Mahan,67,71.135,"4,439",42.517,63,2018
Lanto Griffin,80,71.145,"5,228",36.754,74,2018
Talor Gooch,78,71.149,"5,112",10.704,72,2018
Harris English,84,71.162,"5,522",28.660,78,2018
Dominic Bozzelli,65,71.179,"4,603",23.641,65,2018
Richy Werenski,98,71.185,"6,512",37.051,92,2018
Brett Stegmaier,67,71.191,"4,301",41.639,61,2018
Shawn Stefani,76,71.192,"5,229",39.207,74,2018
Danny Lee,88,71.196,"6,077",45.891,86,2018
Zac Blair,64,71.215,"4,089",41.454,58,2018
Tyrone Van Aswegen,101,71.243,"6,595",30.593,93,2018
Tom Lovelady,87,71.252,"5,739",32.448,81,2018
Nick Taylor,94,71.269,"6,373",41.219,90,2018
Jhonattan Vegas,92,71.275,"6,339",4.444,89,2018
Ben Silverman,90,71.281,"5,956",31.616,84,2018
Mackenzie Hughes,80,71.282,"5,387",30.431,76,2018
Jason Dufner,71,71.323,"4,564",.668,64,2018
David Hearn,66,71.325,"4,238",41.495,60,2018
Scott Brown,102,71.329,"6,954",36.272,98,2018
Kelly Kraft,94,71.333,"6,547",15.595,92,2018
Nicholas Lindheim,77,71.344,"4,876",46.770,69,2018
Charl Schwartzel,65,71.349,"4,160",- 21.741,58,2018
Bud Cauley,55,71.356,"3,775",6.864,53,2018
Stephan Jaeger,81,71.356,"5,316",35.665,75,2018
Si Woo Kim,108,71.367,"7,394",28.185,104,2018
Adam Schenk,86,71.370,"5,683",26.596,80,2018
J.J. Henry,81,71.372,"5,321",31.897,75,2018
Jonathan Byrd,70,71.398,"4,382",44.656,62,2018
Retief Goosen,60,71.409,"3,721",- 7.724,52,2018
Robert Garrigus,80,71.457,"5,391",39.695,76,2018
Martin Flores,92,71.458,"6,112",33.354,86,2018
Conrad Shindler,60,71.465,"3,952",50.046,56,2018
Whee Kim,93,71.477,"6,318",43.497,89,2018
Sean O'Hair,67,71.479,"4,490",13.153,63,2018
Xinjun Zhang,81,71.486,"5,330",31.417,75,2018
Rob Oppenheim,74,71.532,"4,830",34.144,68,2018
Wesley Bryan,69,71.552,"4,770",23.961,67,2018
Hudson Swafford,73,71.619,"4,760",38.504,67,2018
Chris Stroud,81,71.628,"5,195",33.841,73,2018
Steve Wheatcroft,60,71.631,"4,111",43.622,58,2018
Michael Kim,74,71.662,"5,005",11.309,70,2018
Ricky Barnes,65,71.663,"4,179",49.109,59,2018
Chad Campbell,87,71.683,"5,632",30.969,79,2018
Billy Hurley III,70,71.715,"4,565",24.746,64,2018
Roberto Díaz,72,71.731,"4,847",30.729,68,2018
Derek Fathauer,84,71.827,"5,722",24.143,80,2018
Robert Streb,78,71.905,"5,301",19.934,74,2018
Martin Piller,79,71.929,"5,509",29.551,77,2018
Jonathan Randolph,71,71.945,"4,652",24.435,65,2018
Sung Kang,89,71.954,"6,101",15.059,85,2018
Ethan Tracy,72,72.038,"4,857",41.576,68,2018
Matt Every,79,72.044,"5,379",24.265,75,2018
Grayson Murray,72,72.091,"5,176",14.578,72,2018
Cody Gribble,71,72.112,"4,667",20.290,65,2018
Jonas Blixt,67,72.134,"4,383",17.156,61,2018
Cameron Tringale,67,72.146,"4,525",20.201,63,2018
Satoshi Kodaira,51,72.182,"3,467",- 2.278,48,2018
Matt Atkins,56,72.251,"3,716",41.045,52,2018
Rod Pampling,62,72.445,"4,184",17.806,58,2018
Greg Chalmers,56,72.531,"3,767",4.591,52,2018
Kyle Thompson,50,72.673,"3,311",31.976,46,2018
Zecheng Dou,53,72.773,"3,546",19.892,49,2018
D.A. Points,63,73.019,"4,414",40.174,61,2018
Daniel Summerhays,51,73.177,"3,261",31.956,45,2018
Andrew Yun,51,73.624,"3,284",29.069,45,2018
Jordan Spieth,85,68.846,"5,377",- 7.012,78,2017
Rickie Fowler,78,69.083,"5,287",- 36.726,76,2017
Justin Thomas,86,69.359,"5,482",- 2.600,79,2017
Marc Leishman,94,69.468,"6,269",- 16.894,90,2017
Paul Casey,94,69.469,"6,270",- 17.811,90,2017
Rory McIlroy,51,69.529,"3,367",- 29.609,48,2017
Dustin Johnson,77,69.549,"4,873",- 4.544,70,2017
Jon Rahm,90,69.561,"5,780",- 6.412,83,2017
Sergio Garcia,65,69.596,"4,335",- 20.062,62,2017
Hideki Matsuyama,83,69.624,"5,294",- 2.569,76,2017
Justin Rose,66,69.699,"4,475",- 14.249,64,2017
Francesco Molinari,75,69.802,"5,049",- 23.262,72,2017
Matt Kuchar,95,69.806,"6,444",- 21.885,92,2017
Brooks Koepka,88,69.847,"5,620",- 32.235,80,2017
Patrick Cantlay,52,69.971,"3,360",- 1.404,48,2017
Tony Finau,106,69.987,"7,265",13.619,104,2017
Kyle Stanley,104,69.989,"6,994",4.880,100,2017
Adam Scott,58,69.996,"4,093",- 33.255,58,2017
Bill Haas,92,70.011,"5,965",- 14.088,85,2017
Webb Simpson,102,70.018,"6,926",5.768,99,2017
Russell Henley,99,70.027,"6,799",- 6.398,97,2017
Ian Poulter,72,70.045,"4,765",- 1.939,68,2017
Brandt Snedeker,53,70.055,"3,501",1.772,50,2017
Jason Day,71,70.115,"4,648",- 20.416,66,2017
Daniel Berger,91,70.121,"6,026",4.406,86,2017
Lucas Glover,93,70.139,"6,314",- 1.505,90,2017
Xander Schauffele,96,70.163,"6,449",6.015,92,2017
Phil Mickelson,85,70.168,"5,631",- 17.598,80,2017
Charl Schwartzel,63,70.211,"4,248",- 35.326,60,2017
Stewart Cink,93,70.213,"6,522",7.842,93,2017
Louis Oosthuizen,69,70.220,"4,386",- 32.359,62,2017
Chez Reavie,98,70.244,"6,650",23.167,95,2017
Pat Perez,93,70.250,"6,322",.517,90,2017
Jason Dufner,89,70.259,"5,774",- 12.731,82,2017
Kevin Kisner,105,70.294,"6,891",- 2.145,98,2017
Charley Hoffman,112,70.351,"7,606",- 8.072,108,2017
Charles Howell III,86,70.371,"5,749",21.404,82,2017
Graham DeLaet,82,70.376,"5,349",- .423,76,2017
Jamie Lovemark,98,70.391,"6,748",9.581,96,2017
Zach Johnson,81,70.393,"5,440",- 19.745,77,2017
Kevin Na,86,70.399,"5,764",8.722,82,2017
Brian Harman,104,70.402,"7,027",13.181,100,2017
Luke List,102,70.428,"6,868",33.926,98,2017
Bud Cauley,92,70.432,"6,189",9.054,88,2017
Keegan Bradley,104,70.437,"7,167",17.524,102,2017
Martin Laird,83,70.450,"5,855",- 7.623,83,2017
Patrick Reed,107,70.453,"7,062",- 16.689,100,2017
Gary Woodland,94,70.482,"6,273",- .102,89,2017
Sung Kang,104,70.496,"7,192",- 1.452,102,2017
Brendan Steele,89,70.503,"5,925",- 2.712,84,2017
Chad Campbell,97,70.509,"6,795",44.334,97,2017
Seamus Power,86,70.543,"5,605",38.469,80,2017
Adam Hadwin,98,70.583,"6,921",- 3.830,98,2017
Brian Gay,82,70.585,"5,486",19.639,78,2017
Hudson Swafford,94,70.618,"6,348",7.597,90,2017
Graeme McDowell,56,70.629,"3,972",- 16.789,56,2017
J.B. Holmes,83,70.660,"5,405",- 34.841,76,2017
Shane Lowry,52,70.667,"3,483",- 20.306,49,2017
Nick Watney,75,70.685,"4,878",- .727,69,2017
Rafa Cabrera Bello,63,70.693,"4,266",- 24.418,60,2017
Robert Streb,98,70.700,"6,642",3.822,94,2017
Ollie Schniederjans,92,70.704,"6,129",22.241,87,2017
Michael Kim,94,70.707,"6,347",16.586,90,2017
Robert Garrigus,78,70.712,"5,060",31.291,72,2017
Matt Jones,64,70.719,"3,952",8.241,56,2017
Ryan Moore,82,70.741,"5,599",- 10.433,79,2017
David Lingmerth,79,70.755,"5,317",- 10.362,75,2017
Russell Knox,75,70.765,"4,950",3.522,70,2017
Kevin Chappell,95,70.779,"6,391",- 20.866,90,2017
Emiliano Grillo,90,70.798,"6,170",- 10.598,87,2017
Anirban Lahiri,72,70.799,"5,088",9.539,72,2017
Sean O'Hair,84,70.801,"5,953",- 5.730,84,2017
Scott Stallings,81,70.811,"5,438",14.475,77,2017
Chris Stroud,67,70.815,"4,165",13.108,59,2017
Nick Taylor,97,70.817,"6,710",17.579,95,2017
Luke Donald,50,70.831,"3,408",- 8.103,48,2017
Billy Horschel,88,70.832,"6,104",- 12.479,86,2017
Harris English,84,70.848,"5,384",.485,76,2017
John Huh,92,70.851,"6,210",24.875,88,2017
Danny Lee,93,70.860,"6,303",3.558,89,2017
Branden Grace,70,70.862,"4,476",- 11.723,63,2017
Ryan Blaum,100,70.866,"6,768",35.162,96,2017
Bryson DeChambeau,91,70.866,"6,294",13.084,89,2017
Kevin Tway,96,70.868,"6,205",31.383,88,2017
Kevin Streelman,90,70.873,"6,226",10.820,88,2017
Brandon Hagy,85,70.875,"5,434",23.409,77,2017
Camilo Villegas,76,70.881,"5,080",23.440,72,2017
Rory Sabbatini,71,70.883,"4,568",39.389,65,2017
Martin Flores,88,70.885,"5,706",35.704,81,2017
Byeong Hun An,77,70.887,"5,139",- 35.159,72,2017
Cameron Smith,86,70.909,"5,798",16.550,82,2017
Sam Saunders,76,70.921,"4,941",23.485,70,2017
James Hahn,96,70.925,"6,801",7.774,96,2017
Jim Herman,77,70.931,"5,314",5.851,75,2017
Scott Brown,95,70.932,"6,439",15.804,91,2017
Tim Wilkinson,64,70.950,"4,093",22.127,58,2017
Ben Martin,86,70.954,"5,588",17.331,79,2017
Seung-Yul Noh,91,70.955,"6,149",24.054,87,2017
Jason Kokrak,95,70.961,"6,757",- 15.744,95,2017
Whee Kim,74,70.964,"5,096",13.411,72,2017
Ryan Armour,63,70.965,"4,162",24.910,59,2017
Harold Varner III,101,70.966,"7,013",12.594,99,2017
J.T. Poston,95,70.982,"6,135",40.445,87,2017
Shawn Stefani,72,70.983,"4,799",27.818,68,2017
J.J. Spaun,92,70.999,"6,078",27.915,86,2017
Zac Blair,105,71.007,"6,994",35.710,99,2017
Trey Mullinax,88,71.027,"5,783",41.249,82,2017
Cameron Percy,71,71.030,"4,588",28.978,65,2017
Mackenzie Hughes,106,71.044,"7,376",12.589,104,2017
Vaughn Taylor,90,71.044,"5,933",34.716,84,2017
Jhonattan Vegas,95,71.054,"6,391",3.836,90,2017
Geoff Ogilvy,80,71.056,"5,111",4.999,72,2017
Wesley Bryan,95,71.062,"6,456",10.663,91,2017
Grayson Murray,94,71.064,"6,394",1.776,90,2017
Jim Furyk,54,71.071,"3,631",- 6.387,51,2017
Ben Crane,86,71.091,"5,593",23.187,79,2017
David Hearn,93,71.107,"6,027",17.056,85,2017
Morgan Hoffmann,92,71.107,"6,243",14.432,88,2017
C.T. Pan,88,71.109,"6,101",14.337,86,2017
Andres Gonzales,73,71.112,"4,863",43.718,69,2017
Ryan Palmer,61,71.116,"3,775",- 5.854,53,2017
William McGirt,89,71.151,"5,904",1.563,83,2017
Jimmy Walker,68,71.155,"4,650",- 24.914,65,2017
Blayne Barber,77,71.163,"5,045",7.606,71,2017
J.J. Henry,92,71.164,"6,097",23.122,86,2017
Richy Werenski,81,71.171,"5,220",46.679,74,2017
Bubba Watson,71,71.175,"4,494",- 9.958,63,2017
Billy Hurley III,80,71.176,"5,690",4.082,80,2017
Tag Ridings,67,71.176,"4,162",37.358,59,2017
Ryan Brehm,83,71.178,"5,453",27.730,77,2017
Tyrone Van Aswegen,105,71.181,"6,871",33.582,97,2017
Daniel Summerhays,100,71.197,"6,693",- .456,94,2017
Michael Thompson,60,71.207,"3,980",7.614,56,2017
Ricky Barnes,100,71.221,"6,523",29.367,92,2017
Scott Piercy,70,71.235,"4,755",17.764,67,2017
Chris Kirk,89,71.255,"5,887",27.147,83,2017
Sebastián Muñoz,51,71.263,"3,486",5.879,49,2017
Jonas Blixt,74,71.283,"4,982",7.811,70,2017
D.A. Points,68,71.315,"4,849",.419,68,2017
Tom Hoge,54,71.326,"3,256",25.003,46,2017
Julián Etulain,68,71.338,"4,469",25.299,63,2017
Cameron Tringale,89,71.343,"5,891",30.479,83,2017
Søren Kjeldsen,58,71.390,"3,520",- 21.880,49,2017
Troy Merritt,82,71.398,"5,399",27.272,76,2017
Peter Malnati,91,71.399,"6,029",39.903,85,2017
Retief Goosen,52,71.425,"3,272",13.569,46,2017
Johnson Wagner,71,71.429,"4,486",14.040,63,2017
Smylie Kaufman,76,71.432,"5,055",16.679,71,2017
Patrick Rodgers,76,71.432,"5,286",- .055,74,2017
Alex Cejka,85,71.461,"5,477",25.481,77,2017
Boo Weekley,75,71.476,"5,189",28.736,73,2017
Aaron Baddeley,61,71.483,"4,070",4.531,57,2017
Gonzalo Fernandez-Castaño,63,71.484,"3,972",31.117,56,2017
Dominic Bozzelli,69,71.490,"4,636",10.856,65,2017
Kelly Kraft,75,71.491,"5,076",- .119,71,2017
Mark Anderson,54,71.500,"3,693",25.018,52,2017
Spencer Levin,89,71.516,"6,040",38.883,85,2017
Derek Fathauer,81,71.568,"5,352",15.596,75,2017
Steve Wheatcroft,51,71.577,"3,347",17.112,47,2017
Cody Gribble,79,71.581,"5,497",14.733,77,2017
Kyle Reifers,96,71.587,"6,273",26.643,88,2017
Patton Kizzire,84,71.598,"5,421",20.464,76,2017
Fabián Gómez,61,71.610,"4,200",24.973,59,2017
K.J. Choi,72,71.618,"4,696",30.802,66,2017
Steven Alker,69,71.638,"4,475",38.219,63,2017
Jonathan Randolph,68,71.642,"4,497",16.418,63,2017
Brian Stuard,93,71.720,"6,213",26.644,87,2017
Greg Chalmers,75,71.758,"5,084",10.789,71,2017
Chad Collins,66,71.770,"4,420",29.768,62,2017
Roberto Castro,70,71.808,"4,892",- 9.051,68,2017
Hunter Mahan,73,71.811,"5,075",23.578,71,2017
Bryce Molder,74,71.817,"5,296",18.473,74,2017
Brad Fritsch,56,71.855,"3,716",20.480,52,2017
Rod Pampling,71,71.861,"5,111",- 8.834,71,2017
Mark Hubbard,81,71.871,"5,277",41.456,74,2017
Brian Campbell,55,71.924,"3,638",30.138,51,2017
Rick Lamb,54,71.978,"3,567",31.915,50,2017
Ryo Ishikawa,56,71.990,"4,012",19.466,56,2017
Ken Duke,77,72.078,"5,075",42.571,71,2017
Brett Stegmaier,78,72.115,"5,448",32.774,76,2017
Brett Drewitt,57,72.130,"3,793",29.896,53,2017
Jason Bohn,75,72.133,"5,096",25.417,71,2017
Ernie Els,52,72.179,"3,765",- 11.679,52,2017
Nicholas Lindheim,58,72.205,"4,002",41.479,56,2017
Si Woo Kim,80,72.253,"5,438",- 19.053,75,2017
Miguel Angel Carballo,63,72.363,"4,081",43.666,57,2017
Carl Pettersson,63,72.419,"4,247",25.695,59,2017
Matt Every,76,72.671,"5,067",19.989,70,2017
Andrew Loupe,55,72.803,"3,782",3.744,52,2017
Steven Bowditch,59,74.400,"4,082",10.001,55,2017
Dustin Johnson,87,69.172,"5,697",- 24.859,82,2016
Jason Day,76,69.313,"4,810",- 27.380,69,2016
Adam Scott,79,69.470,"5,305",- 25.292,76,2016
Jordan Spieth,80,69.520,"5,299",- 15.457,76,2016
Phil Mickelson,75,69.582,"5,038",- 28.116,72,2016
Rory McIlroy,69,69.646,"4,338",- 19.922,62,2016
Matt Kuchar,100,69.844,"6,724",- 19.005,96,2016
Paul Casey,77,69.950,"5,195",- 18.728,74,2016
Brooks Koepka,75,69.956,"4,909",- 12.091,70,2016
Steve Stricker,53,69.996,"3,709",.811,53,2016
Sergio Garcia,54,69.999,"3,590",- 20.062,51,2016
Charl Schwartzel,73,70.004,"4,921",- 20.749,70,2016
Hideki Matsuyama,76,70.034,"5,121",- 8.491,73,2016
Rickie Fowler,80,70.118,"5,403",- 3.938,77,2016
Jim Furyk,52,70.130,"3,670",- 23.246,52,2016
Justin Rose,65,70.148,"4,381",- 31.852,62,2016
Patrick Reed,105,70.170,"7,085",2.168,101,2016
Brandt Snedeker,93,70.203,"6,250",- 1.947,89,2016
Branden Grace,63,70.204,"4,247",- 34.749,60,2016
Jason Dufner,105,70.212,"7,168",- 6.334,102,2016
Ryan Palmer,86,70.229,"6,048",- 8.305,86,2016
Gary Woodland,95,70.234,"6,387",4.301,91,2016
Kevin Na,96,70.298,"6,535",2.749,93,2016
Ryan Moore,86,70.317,"5,689",6.655,81,2016
Russell Knox,92,70.319,"6,266",- 7.630,89,2016
Louis Oosthuizen,63,70.327,"3,970",- 31.707,56,2016
Bubba Watson,72,70.333,"4,867",- 14.044,69,2016
Daniel Berger,92,70.339,"6,267",- 6.857,89,2016
Webb Simpson,70,70.359,"4,931",- 5.867,70,2016
Zach Johnson,90,70.364,"6,055",- 3.737,86,2016
William McGirt,98,70.393,"6,898",.548,98,2016
Jimmy Walker,85,70.393,"5,785",- 12.786,82,2016
Charles Howell III,91,70.418,"6,376",32.026,91,2016
Francesco Molinari,64,70.436,"4,524",- 16.079,64,2016
Bill Haas,86,70.444,"5,798",- 21.589,82,2016
Harris English,97,70.463,"6,854",- 19.118,97,2016
Kevin Kisner,97,70.489,"6,626",- .014,94,2016
Kevin Chappell,93,70.501,"6,561",- 4.392,93,2016
J.B. Holmes,77,70.523,"5,243",- 24.291,74,2016
Lucas Glover,75,70.534,"5,275",15.059,75,2016
Billy Horschel,73,70.548,"4,971",- 32.637,70,2016
Marc Leishman,89,70.554,"6,066",1.621,86,2016
Russell Henley,76,70.558,"5,346",16.378,76,2016
Si Woo Kim,113,70.560,"7,667",24.029,109,2016
Chad Campbell,90,70.566,"6,326",24.984,90,2016
Jason Kokrak,89,70.570,"6,283",- 2.305,89,2016
Justin Thomas,99,70.571,"6,789",- 14.157,96,2016
Retief Goosen,55,70.581,"3,900",- 18.058,55,2016
Roberto Castro,97,70.588,"6,802",45.068,97,2016
Emiliano Grillo,93,70.637,"6,367",- 9.688,90,2016
Shane Lowry,57,70.640,"3,861",- 46.415,54,2016
Charley Hoffman,91,70.658,"6,254",- 36.127,88,2016
Chez Reavie,90,70.661,"6,047",29.831,86,2016
Alex Cejka,71,70.675,"4,693",42.247,67,2016
Sean O'Hair,89,70.677,"6,265",25.230,89,2016
Tim Wilkinson,72,70.704,"4,788",19.893,68,2016
John Senden,88,70.717,"6,067",14.666,86,2016
Adam Hadwin,93,70.719,"6,554",22.877,93,2016
Keegan Bradley,82,70.741,"5,803",- 2.261,82,2016
Luke List,79,70.754,"5,436",12.094,77,2016
Daniel Summerhays,99,70.771,"7,008",- 1.660,99,2016
Johnson Wagner,86,70.781,"6,063",24.159,86,2016
Ricky Barnes,97,70.784,"6,542",40.929,93,2016
Colt Knost,90,70.785,"6,093",- 5.509,86,2016
Tony Finau,95,70.797,"6,721",4.720,95,2016
Freddie Jacobson,86,70.809,"6,073",16.539,86,2016
Patrick Rodgers,89,70.833,"6,000",20.837,85,2016
Stewart Cink,61,70.846,"4,300",21.580,61,2016
Billy Hurley III,66,70.846,"4,676",- .160,66,2016
Robert Garrigus,69,70.848,"4,574",31.105,65,2016
Scott Piercy,87,70.855,"5,951",.778,84,2016
Brendan Steele,88,70.855,"5,955",- 3.178,84,2016
Sung Kang,89,70.856,"6,156",8.507,87,2016
Martin Laird,82,70.867,"5,510",17.605,78,2016
David Hearn,95,70.870,"6,699",33.690,95,2016
David Toms,62,70.872,"4,399",- 4.950,62,2016
Hudson Swafford,104,70.875,"7,335",36.020,104,2016
Aaron Baddeley,93,70.888,"6,277",32.063,89,2016
Jamie Lovemark,91,70.896,"6,434",17.557,91,2016
Graeme McDowell,63,70.899,"4,272",- 18.042,60,2016
Bryce Molder,80,70.901,"5,514",16.312,78,2016
Jhonattan Vegas,97,70.903,"6,561",32.943,93,2016
Ben Crane,80,70.908,"5,377",12.007,76,2016
Luke Donald,81,70.918,"5,741",3.389,81,2016
Chris Kirk,90,70.920,"6,023",5.196,85,2016
Patton Kizzire,93,70.921,"6,324",- 12.044,89,2016
Spencer Levin,104,70.927,"7,063",29.704,100,2016
Jerry Kelly,76,70.937,"5,367",24.240,76,2016
Stuart Appleby,71,70.950,"4,875",20.533,69,2016
Kyle Reifers,115,70.965,"7,850",27.156,111,2016
Scott Stallings,74,70.966,"4,957",10.588,70,2016
Kyle Stanley,92,70.986,"6,308",9.711,89,2016
Brett Stegmaier,87,70.995,"6,010",24.605,85,2016
Brian Harman,104,70.996,"7,350",33.611,104,2016
Boo Weekley,83,71.000,"5,867",25.974,83,2016
Smylie Kaufman,91,71.015,"6,241",8.282,88,2016
Vaughn Taylor,72,71.028,"5,122",- 7.987,72,2016
