Player Name,Events,Money,YTD Victories,Year
Padraig Harrington,16,"$654,929",,2016
Mark Hubbard,30,"$642,942",,2016
Hiroshi Iwata,29,"$634,862",,2016
Nick Taylor,26,"$628,756",,2016
Ben Crane,27,"$607,892",,2016
Steve Wheatcroft,26,"$601,164",,2016
Chris Stroud,27,"$599,176",,2016
Kyle Stanley,28,"$580,734",,2016
Andres Gonzales,28,"$579,667",,2016
Martin Piller,22,"$570,740",,2016
Tom Hoge,26,"$561,559",,2016
Ernie Els,21,"$559,024",,2016
Bronson Burgoon,27,"$557,020",,2016
Michael Thompson,23,"$521,983",,2016
Jamie Donaldson,13,"$520,052",,2016
Tyler Aldridge,28,"$517,738",,2016
Sam Saunders,24,"$510,079",,2016
Chesson Hadley,27,"$503,993",,2016
Stuart Appleby,23,"$500,214",,2016
Greg Owen,29,"$484,955",,2016
Cameron Smith,24,"$477,843",,2016
Rob Oppenheim,21,"$462,427",,2016
Steven Bowditch,26,"$458,891",,2016
Camilo Villegas,27,"$450,056",,2016
Brice Garnett,15,"$446,565",,2016
Stewart Cink,19,"$437,855",,2016
Luke Guthrie,19,"$427,442",,2016
Jason Gore,27,"$416,654",,2016
Will MacKenzie,26,"$416,033",,2016
Brendon de Jonge,30,"$415,583",,2016
Jeff Overton,25,"$410,246",,2016
Kelly Kraft,20,"$403,437",,2016
Geoff Ogilvy,22,"$397,595",,2016
Scott Langley,22,"$380,025",,2016
Andrew Landry,18,"$373,980",,2016
Ian Poulter,13,"$370,256",,2016
Thomas Aiken,23,"$347,686",,2016
Wes Roach,21,"$342,098",,2016
Scott Pinckney,29,"$332,533",,2016
Cameron Percy,15,"$313,456",,2016
Mark Wilson,21,"$306,866",,2016
D.A. Points,18,"$305,250",,2016
Dawie van der Walt,25,"$301,697",,2016
Tim Herron,14,"$297,238",,2016
Henrik Norlander,21,"$290,889",,2016
Justin Leonard,13,"$288,428",,2016
J.J. Henry,24,"$280,674",,2016
Brian Gay,13,"$280,619",,2016
Ángel Cabrera,22,"$277,118",,2016
Carlos Ortiz,29,"$263,466",,2016
Erik Compton,24,"$247,903",,2016
Miguel Angel Carballo,18,"$240,509",,2016
Hunter Mahan,22,"$230,694",,2016
D.J. Trahan,14,"$225,751",,2016
Davis Love III,15,"$222,422",,2016
George McNeill,23,"$213,895",,2016
Andres Romero,14,"$195,262",,2016
Derek Ernst,20,"$190,736",,2016
Nick Watney,5,"$189,880",,2016
Wesley Bryan,4,"$178,729",,2016
D.H. Lee,22,"$174,683",,2016
John Merrick,12,"$162,969",,2016
Abraham Ancer,19,"$162,811",,2016
Matt Every,17,"$158,453",,2016
Rhein Gibson,20,"$155,578",,2016
Rory Sabbatini,20,"$150,236",,2016
Rod Pampling,18,"$142,433",,2016
Alex Prugh,13,"$135,437",,2016
Tim Clark,7,"$110,361",,2016
Shane Bertsch,9,"$105,493",,2016
Dicky Pride,21,"$101,456",,2016
Lucas Lee,16,"$98,965",,2016
Tom Gillis,12,"$93,242",,2016
Bernhard Langer,2,"$89,000",,2016
Marc Turnesa,10,"$82,384",,2016
Brendon Todd,29,"$75,772",,2016
John Rollins,9,"$74,084",,2016
Eric Axley,7,"$71,563",,2016
Carl Pettersson,22,"$66,986",,2016
Michael Putnam,7,"$65,600",,2016
Ryo Ishikawa,6,"$62,102",,2016
Darron Stiles,17,"$60,197",,2016
Michael Bradley,8,"$60,114",,2016
Cameron Beckman,12,"$59,191",,2016
Jonathan Byrd,6,"$58,655",,2016
Darren Clarke,4,"$51,489",,2016
Pat Perez,11,"$47,840",,2016
Ted Purdy,9,"$42,027",,2016
Billy Mayfair,7,"$39,720",,2016
Steve Flesch,6,"$36,062",,2016
Rocco Mediate,2,"$32,000",,2016
Frank Lickliter II,9,"$28,986",,2016
Arjun Atwal,6,"$28,598",,2016
Brian Davis,9,"$27,880",,2016
Troy Matteson,3,"$26,248",,2016
Robert Allenby,23,"$25,271",,2016
Larry Mize,1,"$24,900",,2016
Mark O'Meara,2,"$20,573",,2016
Charlie Wi,5,"$20,556",,2016
Trevor Immelman,11,"$20,509",,2016
Marco Dawson,1,"$19,848",,2016
Fred Funk,4,"$18,662",,2016
Shaun Micheel,3,"$17,760",,2016
Rich Beem,1,"$17,450",,2016
Mark Hensby,5,"$17,344",,2016
Tim Petrovic,7,"$17,142",,2016
Jarrod Lyle,10,"$15,884",,2016
Bo Van Pelt,5,"$15,392",,2016
John Peterson,3,"$13,020",,2016
Ben Curtis,5,"$12,691",,2016
Charlie Beljan,13,"$11,160",,2016
Kent Jones,1,"$9,792",,2016
Omar Uresti,4,"$7,910",,2016
Tommy Gainey,4,"$7,872",,2016
Matt Bettencourt,5,"$6,195",,2016
Jordan Spieth,25,"$12,030,465",5,2015
Jason Day,20,"$9,403,330",5,2015
Bubba Watson,19,"$6,876,797",2,2015
Rickie Fowler,21,"$5,773,430",2,2015
Dustin Johnson,21,"$5,509,467",1,2015
Justin Rose,20,"$5,462,677",1,2015
Rory McIlroy,12,"$4,863,312",2,2015
Zach Johnson,25,"$4,801,487",1,2015
Henrik Stenson,16,"$4,755,070",,2015
Jimmy Walker,24,"$4,521,350",2,2015
Charley Hoffman,28,"$4,041,089",1,2015
J.B. Holmes,25,"$4,037,430",1,2015
Danny Lee,36,"$3,965,933",1,2015
Robert Streb,30,"$3,947,424",1,2015
Hideki Matsuyama,25,"$3,758,619",,2015
Jim Furyk,19,"$3,732,664",1,2015
Brandt Snedeker,27,"$3,698,056",1,2015
Patrick Reed,27,"$3,590,566",1,2015
Brooks Koepka,23,"$3,571,900",1,2015
Kevin Kisner,30,"$3,567,939",,2015
Paul Casey,24,"$3,488,311",,2015
Louis Oosthuizen,20,"$3,251,174",,2015
Steven Bowditch,32,"$3,075,410",1,2015
Bill Haas,25,"$3,064,024",1,2015
Daniel Berger,31,"$3,028,901",,2015
Kevin Na,27,"$2,820,766",,2015
Scott Piercy,28,"$2,780,027",1,2015
Matt Kuchar,25,"$2,774,170",,2015
David Lingmerth,28,"$2,736,378",1,2015
Ben Martin,27,"$2,717,305",1,2015
Sergio Garcia,15,"$2,670,229",,2015
Ryan Moore,24,"$2,642,306",1,2015
Gary Woodland,24,"$2,605,083",,2015
Sangmoon Bae,30,"$2,599,632",1,2015
Chris Kirk,21,"$2,369,326",1,2015
Jason Bohn,27,"$2,337,580",,2015
Justin Thomas,30,"$2,278,564",,2015
Phil Mickelson,19,"$2,154,200",,2015
Russell Henley,24,"$2,110,774",,2015
Tony Finau,31,"$2,095,186",,2015
Troy Merritt,29,"$2,092,669",1,2015
James Hahn,28,"$2,064,783",1,2015
Webb Simpson,22,"$2,046,260",,2015
Matt Jones,25,"$1,995,553",,2015
Ryan Palmer,22,"$1,974,523",,2015
Harris English,29,"$1,971,687",,2015
Russell Knox,28,"$1,916,666",,2015
Cameron Tringale,28,"$1,837,164",,2015
David Hearn,30,"$1,817,043",,2015
Brendon Todd,27,"$1,809,192",,2015
Marc Leishman,23,"$1,762,267",,2015
Brendan Steele,24,"$1,759,484",,2015
Shawn Stefani,26,"$1,757,803",,2015
Billy Horschel,28,"$1,735,751",,2015
Nick Watney,28,"$1,733,873",,2015
Ian Poulter,19,"$1,690,587",,2015
Boo Weekley,24,"$1,689,914",,2015
Sean O'Hair,26,"$1,662,300",,2015
Fabián Gómez,26,"$1,651,012",1,2015
Daniel Summerhays,29,"$1,633,957",,2015
Hunter Mahan,24,"$1,617,973",,2015
Brendon de Jonge,31,"$1,594,935",,2015
Pat Perez,26,"$1,588,664",,2015
Keegan Bradley,24,"$1,565,079",,2015
Brian Harman,29,"$1,548,352",,2015
Rory Sabbatini,25,"$1,525,784",,2015
Kevin Streelman,27,"$1,525,774",,2015
Matt Every,26,"$1,521,816",1,2015
John Senden,24,"$1,422,033",,2015
Adam Scott,15,"$1,382,365",,2015
Jerry Kelly,24,"$1,336,607",,2015
George McNeill,27,"$1,331,768",,2015
Padraig Harrington,21,"$1,330,852",1,2015
Kevin Chappell,26,"$1,281,552",,2015
Davis Love III,18,"$1,263,596",1,2015
Scott Pinckney,27,"$1,259,389",,2015
Charles Howell III,30,"$1,257,361",,2015
Zac Blair,34,"$1,244,676",,2015
Alex Cejka,30,"$1,227,196",1,2015
Jim Herman,27,"$1,212,778",,2015
Charl Schwartzel,19,"$1,209,528",,2015
Carl Pettersson,32,"$1,186,763",,2015
Greg Owen,19,"$1,180,794",,2015
Kyle Reifers,31,"$1,179,228",,2015
Willy Wilcox,17,"$1,168,302",,2015
Bryce Molder,26,"$1,165,547",,2015
Scott Brown,30,"$1,161,750",,2015
Chesson Hadley,30,"$1,135,529",,2015
Johnson Wagner,23,"$1,131,659",,2015
Martin Laird,24,"$1,124,988",,2015
Morgan Hoffmann,26,"$1,111,240",,2015
Jason Gore,26,"$1,101,246",,2015
Nick Taylor,28,"$1,072,360",1,2015
Colt Knost,29,"$1,066,553",,2015
Jon Curran,28,"$1,049,549",,2015
J.J. Henry,30,"$1,046,123",1,2015
Jason Kokrak,28,"$1,033,489",,2015
Tim Clark,13,"$1,028,139",,2015
Luke Donald,20,"$1,026,643",,2015
Chad Campbell,30,"$1,015,707",,2015
Jason Dufner,21,"$1,007,997",,2015
William McGirt,30,"$1,004,696",,2015
Francesco Molinari,16,"$997,389",,2015
Graham DeLaet,22,"$988,349",,2015
Steve Wheatcroft,28,"$973,024",,2015
Carlos Ortiz,30,"$964,137",,2015
Hudson Swafford,30,"$959,391",,2015
Lee Westwood,15,"$946,628",,2015
Jamie Donaldson,16,"$938,664",,2015
Adam Hadwin,30,"$937,611",,2015
Andres Gonzales,28,"$925,335",,2015
Retief Goosen,25,"$921,830",,2015
Scott Stallings,19,"$919,619",,2015
Martin Kaymer,13,"$886,378",,2015
Will MacKenzie,16,"$863,563",,2015
Mark Wilson,28,"$851,845",,2015
Ryo Ishikawa,28,"$851,044",,2015
Spencer Levin,31,"$836,698",,2015
Ken Duke,30,"$817,675",,2015
Charlie Beljan,27,"$782,546",,2015
John Peterson,25,"$779,509",,2015
Blayne Barber,26,"$768,383",,2015
Whee Kim,23,"$755,998",,2015
Vijay Singh,23,"$752,462",,2015
Chad Collins,24,"$747,899",,2015
Chris Stroud,28,"$746,814",,2015
David Toms,21,"$742,470",,2015
Camilo Villegas,27,"$718,497",,2015
Seung-Yul Noh,21,"$711,609",,2015
Jonas Blixt,26,"$703,664",,2015
Stewart Cink,23,"$694,655",,2015
Tom Hoge,26,"$690,319",,2015
Brian Stuard,31,"$687,109",,2015
Graeme McDowell,15,"$686,438",,2015
John Huh,31,"$678,556",,2015
Erik Compton,28,"$676,602",,2015
Nicholas Thompson,31,"$667,185",,2015
Brian Davis,31,"$656,534",,2015
Geoff Ogilvy,15,"$653,925",,2015
Scott Langley,28,"$638,182",,2015
Brice Garnett,29,"$637,789",,2015
Alex Prugh,27,"$636,373",,2015
Tom Gillis,16,"$634,554",,2015
Andres Romero,24,"$617,253",,2015
Ricky Barnes,27,"$614,455",,2015
Michael Thompson,27,"$599,835",,2015
Sung Joon Park,27,"$597,103",,2015
Billy Hurley III,28,"$591,450",,2015
Bo Van Pelt,28,"$580,611",,2015
Sam Saunders,28,"$578,571",,2015
Cameron Percy,23,"$575,943",,2015
Luke Guthrie,27,"$575,150",,2015
Jeff Overton,30,"$561,614",,2015
Michael Putnam,28,"$557,803",,2015
Vaughn Taylor,12,"$533,036",,2015
Lucas Glover,26,"$515,241",,2015
Shane Lowry,13,"$502,517",1,2015
Derek Fathauer,27,"$482,023",,2015
Ernie Els,18,"$453,579",,2015
Martin Flores,30,"$449,274",,2015
K.J. Choi,19,"$448,864",,2015
Tiger Woods,11,"$448,598",,2015
Jonathan Byrd,22,"$446,732",,2015
Jhonattan Vegas,27,"$446,345",,2015
Aaron Baddeley,25,"$439,925",,2015
Andrew Svoboda,30,"$418,963",,2015
Freddie Jacobson,14,"$416,259",,2015
John Merrick,27,"$391,513",,2015
D.A. Points,26,"$390,607",,2015
Ángel Cabrera,19,"$381,942",,2015
Max Homa,27,"$380,339",,2015
Victor Dubuisson,10,"$354,625",,2015
Chez Reavie,19,"$331,623",,2015
Derek Ernst,26,"$320,095",,2015
Gonzalo Fernandez-Castaño,28,"$312,053",,2015
Mark Hubbard,25,"$293,980",,2015
Greg Chalmers,17,"$291,016",,2015
Andrew Putnam,23,"$282,879",,2015
Robert Allenby,25,"$271,887",,2015
Steve Stricker,9,"$269,701",,2015
Oscar Fraustro,21,"$262,475",,2015
Jonathan Randolph,25,"$256,066",,2015
Robert Garrigus,25,"$253,699",,2015
Kyle Stanley,12,"$245,504",,2015
Steven Alker,22,"$236,862",,2015
Tim Petrovic,11,"$222,551",,2015
Justin Leonard,22,"$219,175",,2015
John Rollins,14,"$218,064",,2015
Chris Smith,9,"$212,910",,2015
Ben Crane,22,"$203,254",,2015
Rod Pampling,10,"$189,055",,2015
Andrew Loupe,15,"$183,850",,2015
Roberto Castro,16,"$179,723",,2015
Tim Wilkinson,28,"$171,654",,2015
Eric Axley,21,"$170,687",,2015
Tyrone Van Aswegen,20,"$168,234",,2015
Blake Adams,13,"$156,939",,2015
Byron Smith,21,"$153,930",,2015
Ryan Armour,17,"$144,229",,2015
Kenny Perry,9,"$142,390",,2015
Fred Funk,2,"$141,171",,2015
Stuart Appleby,7,"$138,968",,2015
Roger Sloan,20,"$133,048",,2015
Bill Lunde,18,"$128,788",,2015
Carlos Sainz Jr,20,"$124,115",,2015
Mark Hensby,2,"$122,938",,2015
Heath Slocum,22,"$122,480",,2015
Mark O'Meara,2,"$114,915",,2015
Steve Flesch,7,"$110,527",,2015
John Daly,10,"$91,933",,2015
Jim Renner,27,"$90,668",,2015
Zack Sucher,18,"$85,614",,2015
Josh Teater,11,"$80,359",,2015
Trevor Immelman,19,"$74,660",,2015
Mike Weir,18,"$72,800",,2015
Tommy Gainey,9,"$70,137",,2015
Troy Kelly,9,"$67,547",,2015
Jarrod Lyle,10,"$66,145",,2015
Arjun Atwal,7,"$63,909",,2015
Ben Curtis,14,"$59,018",,2015
Glen Day,8,"$54,909",,2015
Y.E. Yang,4,"$50,024",,2015
Matt Bettencourt,8,"$46,505",,2015
Lee Janzen,4,"$43,500",,2015
Troy Matteson,9,"$42,450",,2015
Justin Hicks,14,"$42,171",,2015
Kevin Stadler,5,"$42,160",,2015
Charlie Wi,9,"$39,480",,2015
Dicky Pride,5,"$39,414",,2015
Harrison Frazar,7,"$37,550",,2015
D.J. Trahan,5,"$36,855",,2015
David Duval,6,"$36,839",,2015
Cameron Beckman,8,"$32,995",,2015
Joe Affrunti,4,"$31,480",,2015
Duffy Waldorf,2,"$29,944",,2015
Dudley Hart,8,"$29,013",,2015
Benjamín Alvarado,8,"$28,800",,2015
Woody Austin,11,"$27,774",,2015
Richard Sterne,18,"$27,690",,2015
Scott Verplank,13,"$25,683",,2015
Bernhard Langer,3,"$22,082",,2015
Billy Mayfair,6,"$19,710",,2015
Michael Bradley,4,"$18,736",,2015
Shaun Micheel,5,"$16,321",,2015
Chris Riley,2,"$14,216",,2015
Brandt Jobe,6,"$12,825",,2015
Daniel Chopra,5,"$11,700",,2015
Tom Watson,3,"$11,623",,2015
Patrick Cantlay,1,"$11,468",,2015
Scott McCarron,7,"$8,880",,2015
Garrett Willis,1,"$8,708",,2015
Kent Jones,2,"$7,626",,2015
Stephen Ames,1,"$7,613",,2015
Parker McLachlin,2,"$7,560",,2015
Steve Lowery,3,"$6,650",,2015
Len Mattiace,6,"$6,479",,2015
Ted Purdy,3,"$6,386",,2015
Guy Boros,2,"$6,270",,2015
Tim Herron,7,"$5,820",,2015
Rory McIlroy,17,"$8,280,096",3,2014
Bubba Watson,21,"$6,336,978",2,2014
Jim Furyk,21,"$5,987,395",,2014
Jimmy Walker,27,"$5,787,016",3,2014
Sergio Garcia,16,"$4,939,606",,2014
Chris Kirk,28,"$4,854,777",2,2014
Billy Horschel,27,"$4,814,787",2,2014
Rickie Fowler,26,"$4,806,117",,2014
Matt Kuchar,24,"$4,695,515",1,2014
Martin Kaymer,19,"$4,532,537",2,2014
Jordan Spieth,27,"$4,342,748",,2014
Dustin Johnson,17,"$4,249,180",1,2014
Adam Scott,17,"$4,098,588",1,2014
Patrick Reed,28,"$4,026,076",2,2014
Justin Rose,19,"$3,926,768",1,2014
Jason Day,15,"$3,789,574",1,2014
Webb Simpson,25,"$3,539,601",1,2014
Brendon Todd,29,"$3,396,747",1,2014
Zach Johnson,26,"$3,353,417",1,2014
Kevin Na,27,"$3,153,107",,2014
Ryan Moore,24,"$3,098,263",1,2014
Hunter Mahan,25,"$3,097,983",1,2014
Harris English,28,"$2,947,322",1,2014
Ryan Palmer,23,"$2,924,300",,2014
John Senden,27,"$2,856,685",1,2014
Bill Haas,28,"$2,841,521",,2014
Hideki Matsuyama,24,"$2,837,477",1,2014
Keegan Bradley,26,"$2,828,638",,2014
Gary Woodland,25,"$2,734,153",,2014
Graham DeLaet,24,"$2,616,518",,2014
Russell Henley,29,"$2,590,493",1,2014
Marc Leishman,24,"$2,558,657",,2014
Matt Every,26,"$2,540,370",1,2014
Brian Harman,32,"$2,414,334",1,2014
J.B. Holmes,24,"$2,365,204",1,2014
Kevin Stadler,26,"$2,300,307",1,2014
Cameron Tringale,31,"$2,169,723",,2014
Phil Mickelson,21,"$2,158,019",,2014
Seung-Yul Noh,27,"$2,115,234",1,2014
Kevin Streelman,24,"$2,107,994",1,2014
Graeme McDowell,17,"$2,077,387",,2014
Tim Clark,26,"$2,066,344",1,2014
George McNeill,24,"$2,014,357",,2014
Charl Schwartzel,18,"$1,997,482",,2014
Charles Howell III,29,"$1,997,044",,2014
Charley Hoffman,25,"$1,977,296",,2014
Matt Jones,25,"$1,928,154",1,2014
Freddie Jacobson,27,"$1,901,789",,2014
Henrik Stenson,15,"$1,894,235",,2014
Ángel Cabrera,23,"$1,868,559",1,2014
Will MacKenzie,27,"$1,853,822",,2014
Brian Stuard,29,"$1,852,531",,2014
Chris Stroud,25,"$1,826,399",,2014
Geoff Ogilvy,26,"$1,809,632",1,2014
Ernie Els,24,"$1,799,569",,2014
Erik Compton,28,"$1,796,143",,2014
Steven Bowditch,30,"$1,734,693",1,2014
Chesson Hadley,29,"$1,703,316",1,2014
K.J. Choi,23,"$1,677,848",,2014
Brandt Snedeker,25,"$1,652,380",,2014
Jason Dufner,17,"$1,651,491",,2014
Camilo Villegas,29,"$1,642,124",1,2014
Ian Poulter,17,"$1,616,693",,2014
Morgan Hoffmann,32,"$1,595,922",,2014
Jason Bohn,25,"$1,585,189",,2014
Justin Hicks,30,"$1,544,061",,2014
Ben Crane,25,"$1,534,634",1,2014
Russell Knox,26,"$1,513,630",,2014
Daniel Summerhays,27,"$1,509,543",,2014
Ben Martin,26,"$1,482,836",,2014
Stuart Appleby,29,"$1,477,971",,2014
Luke Donald,17,"$1,451,440",,2014
Jerry Kelly,23,"$1,451,059",,2014
Scott Brown,30,"$1,441,725",,2014
Scott Stallings,28,"$1,385,689",1,2014
Ryo Ishikawa,24,"$1,380,579",,2014
Shawn Stefani,17,"$1,369,259",,2014
Brendan Steele,26,"$1,359,890",,2014
Carl Pettersson,28,"$1,348,393",,2014
Kevin Chappell,28,"$1,343,412",,2014
Jonas Blixt,21,"$1,342,198",,2014
Pat Perez,25,"$1,315,080",,2014
Robert Streb,21,"$1,300,075",,2014
William McGirt,29,"$1,275,738",,2014
Lee Westwood,18,"$1,223,104",,2014
Jason Kokrak,19,"$1,200,381",,2014
Brendon de Jonge,31,"$1,171,395",,2014
Andrew Svoboda,24,"$1,168,073",,2014
Steve Stricker,11,"$1,154,747",,2014
Scott Langley,29,"$1,151,496",,2014
Billy Hurley III,26,"$1,145,299",,2014
David Hearn,28,"$1,138,324",,2014
Jeff Overton,24,"$1,115,467",,2014
Robert Garrigus,25,"$1,095,474",,2014
Martin Flores,26,"$1,035,447",,2014
Rory Sabbatini,26,"$1,024,736",,2014
Vijay Singh,25,"$989,028",,2014
Bo Van Pelt,25,"$982,218",,2014
John Huh,28,"$974,043",,2014
Kevin Kisner,26,"$954,497",,2014
Louis Oosthuizen,16,"$946,134",,2014
Aaron Baddeley,24,"$942,559",,2014
Michael Thompson,22,"$932,300",,2014
Stewart Cink,25,"$929,166",,2014
Gonzalo Fernandez-Castaño,25,"$926,493",,2014
Nick Watney,25,"$913,398",,2014
Troy Merritt,20,"$882,864",,2014
Paul Casey,16,"$877,968",,2014
Mike Weir,25,"$854,413",,2014
Brian Davis,28,"$842,539",,2014
Luke Guthrie,26,"$840,555",,2014
Boo Weekley,24,"$832,673",,2014
Bryce Molder,25,"$828,605",,2014
Retief Goosen,26,"$826,073",,2014
Tim Wilkinson,25,"$824,179",,2014
Michael Putnam,30,"$818,799",,2014
Justin Leonard,22,"$807,949",,2014
David Toms,20,"$801,355",,2014
Andres Romero,26,"$782,184",,2014
Danny Lee,28,"$781,295",,2014
Jim Renner,25,"$763,978",,2014
Jhonattan Vegas,23,"$751,763",,2014
James Hahn,27,"$735,259",,2014
Sangmoon Bae,24,"$718,111",,2014
Nicholas Thompson,30,"$713,377",,2014
Charlie Beljan,26,"$712,652",,2014
Ricky Barnes,27,"$706,855",,2014
David Lingmerth,26,"$676,661",,2014
Bud Cauley,19,"$647,886",,2014
Ben Curtis,24,"$625,515",,2014
Richard Lee,27,"$618,443",,2014
Brice Garnett,28,"$617,805",,2014
Jonathan Byrd,24,"$617,014",,2014
Briny Baird,17,"$616,316",,2014
Roberto Castro,27,"$615,933",,2014
Brian Gay,26,"$605,368",,2014
Willy Wilcox,16,"$586,159",,2014
Martin Laird,20,"$583,663",,2014
Greg Chalmers,27,"$578,979",,2014
Brad Fritsch,18,"$568,391",,2014
Heath Slocum,23,"$566,167",,2014
Andrew Loupe,22,"$563,121",,2014
J.J. Henry,28,"$554,615",,2014
John Merrick,25,"$516,148",,2014
Robert Allenby,29,"$514,288",,2014
Hudson Swafford,26,"$513,883",,2014
Tommy Gainey,26,"$490,590",,2014
Kyle Stanley,28,"$473,581",,2014
Chad Campbell,18,"$470,798",,2014
Ken Duke,25,"$455,589",,2014
Tyrone Van Aswegen,25,"$454,856",,2014
Wes Roach,22,"$453,616",,2014
Trevor Immelman,28,"$447,516",,2014
Peter Hanson,13,"$415,531",,2014
Scott Piercy,12,"$411,635",,2014
Sean O'Hair,25,"$408,793",,2014
Chad Collins,28,"$408,434",,2014
Johnson Wagner,24,"$393,729",,2014
Troy Matteson,23,"$387,796",,2014
"Ted Potter, Jr.",24,"$386,341",,2014
Charlie Wi,25,"$384,796",,2014
James Driscoll,25,"$371,404",,2014
Joe Durant,15,"$369,268",,2014
Josh Teater,28,"$366,241",,2014
D.A. Points,27,"$364,653",,2014
Jeff Maggert,19,"$360,157",,2014
Thorbjørn Olesen,14,"$335,222",,2014
Jamie Lovemark,20,"$305,944",,2014
Derek Ernst,28,"$305,654",,2014
Steve Marino,13,"$294,565",,2014
Woody Austin,22,"$292,824",,2014
John Rollins,28,"$289,757",,2014
Davis Love III,22,"$284,800",,2014
Spencer Levin,20,"$277,780",,2014
Jason Gore,7,"$273,857",,2014
Peter Malnati,18,"$271,326",,2014
Y.E. Yang,28,"$254,525",,2014
Dicky Pride,13,"$243,592",,2014
John Peterson,25,"$238,230",,2014
Bernhard Langer,1,"$234,000",,2014
Tim Herron,15,"$212,771",,2014
Lucas Glover,26,"$210,166",,2014
Scott Gardiner,18,"$209,270",,2014
David Lynn,11,"$207,414",,2014
Jim Herman,21,"$187,337",,2014
Eric Axley,10,"$180,734",,2014
Padraig Harrington,16,"$169,175",,2014
Kevin Tway,23,"$167,278",,2014
Miguel Angel Carballo,15,"$161,491",,2014
Bronson La'Cassie,18,"$160,632",,2014
Bob Estes,2,"$156,000",,2014
Mark Wilson,25,"$155,313",,2014
Rod Pampling,7,"$154,051",,2014
Stephen Ames,18,"$141,143",,2014
D.H. Lee,20,"$138,642",,2014
Kenny Perry,5,"$130,588",,2014
Darren Clarke,15,"$128,293",,2014
Nicolas Colsaerts,12,"$123,367",,2014
Mark Anderson,8,"$122,598",,2014
Tim Petrovic,10,"$109,299",,2014
Tiger Woods,7,"$108,275",,2014
Fred Couples,3,"$101,160",,2014
Blake Adams,8,"$98,439",,2014
Ryuji Imada,9,"$98,186",,2014
Matt Bettencourt,14,"$96,825",,2014
Greg Owen,8,"$95,117",,2014
David Duval,15,"$94,709",,2014
Alex Prugh,16,"$90,606",,2014
Kevin Foley,15,"$87,738",,2014
Doug LaBelle II,12,"$84,209",,2014
John Daly,15,"$76,635",,2014
Patrick Cantlay,5,"$76,131",,2014
Cameron Beckman,12,"$72,835",,2014
Mark Calcavecchia,8,"$68,608",,2014
Lee Williams,13,"$66,075",,2014
Lee Janzen,8,"$63,946",,2014
José Coceres,6,"$57,620",,2014
Alex Cejka,6,"$57,059",,2014
Will Claxton,8,"$56,886",,2014
Tom Watson,5,"$53,727",,2014
Tag Ridings,12,"$53,647",,2014
Joe Ogilvie,13,"$52,035",,2014
José María Olazábal,1,"$48,600",,2014
Harrison Frazar,15,"$47,247",,2014
Steve Flesch,5,"$46,352",,2014
Paul Goydos,19,"$43,441",,2014
Dudley Hart,4,"$40,217",,2014
Chris Smith,7,"$33,620",,2014
Fred Funk,8,"$32,417",,2014
Billy Mayfair,4,"$32,118",,2014
Marc Turnesa,6,"$30,959",,2014
Glen Day,5,"$30,628",,2014
Edward Loar,19,"$29,958",,2014
Justin Bolli,6,"$29,327",,2014
Sandy Lyle,2,"$27,972",,2014
Fabián Gómez,4,"$27,616",,2014
Scott McCarron,12,"$22,794",,2014
Larry Mize,1,"$22,680",,2014
Alex Aragon,18,"$21,526",,2014
Daniel Chopra,16,"$20,775",,2014
Len Mattiace,4,"$20,660",,2014
Vaughn Taylor,3,"$20,451",,2014
Kris Blanks,8,"$17,327",,2014
Kent Jones,2,"$15,480",,2014
Ben Kohles,3,"$14,784",,2014
Benjamín Alvarado,6,"$13,241",,2014
Nathan Green,4,"$13,034",,2014
D.J. Trahan,5,"$12,900",,2014
Chez Reavie,2,"$11,767",,2014
Bobby Gates,14,"$10,919",,2014
Scott Verplank,12,"$10,696",,2014
Todd Hamilton,4,"$10,387",,2014
Brett Quigley,1,"$10,260",,2014
Marco Dawson,1,"$7,245",,2014
Jesper Parnevik,3,"$7,245",,2014
Arjun Atwal,4,"$6,980",,2014
Paul Stankowski,3,"$6,720",,2014
Chris DiMarco,7,"$6,370",,2014
Tiger Woods,16,"$8,553,439",5,2013
Henrik Stenson,18,"$6,388,230",2,2013
Matt Kuchar,23,"$5,616,808",2,2013
Phil Mickelson,21,"$5,495,793",2,2013
Brandt Snedeker,23,"$5,318,087",2,2013
Adam Scott,16,"$4,892,611",2,2013
Steve Stricker,13,"$4,440,532",,2013
Justin Rose,17,"$4,146,148",1,2013
Zach Johnson,24,"$4,044,509",1,2013
Jordan Spieth,23,"$3,879,820",1,2013
Keegan Bradley,25,"$3,636,813",,2013
Jason Day,21,"$3,625,030",,2013
Billy Horschel,26,"$3,501,703",1,2013
Bill Haas,25,"$3,475,563",1,2013
Jim Furyk,22,"$3,204,779",,2013
Jason Dufner,22,"$3,132,268",1,2013
Kevin Streelman,25,"$3,088,284",1,2013
Hunter Mahan,25,"$3,036,164",,2013
Dustin Johnson,22,"$2,963,214",1,2013
Webb Simpson,25,"$2,957,582",,2013
Graham DeLaet,26,"$2,834,900",,2013
Boo Weekley,27,"$2,786,662",1,2013
D.A. Points,28,"$2,658,887",1,2013
Nick Watney,26,"$2,477,639",,2013
Charl Schwartzel,19,"$2,256,723",,2013
Sergio Garcia,17,"$2,251,139",,2013
Harris English,26,"$2,201,167",1,2013
Graeme McDowell,16,"$2,174,595",1,2013
Roberto Castro,29,"$2,154,898",,2013
Jimmy Walker,24,"$2,117,570",,2013
