Player Name,Rounds,Average SG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS,Year
Dustin Johnson,77,1.987,.919,.829,.238,62,2018
Francesco Molinari,73,1.610,.690,.593,.327,57,2018
Justin Thomas,91,1.563,.408,.844,.311,68,2018
Justin Rose,70,1.527,.551,.526,.450,53,2018
Henrik Stenson,60,1.360,.427,.960,-.027,44,2018
Rory McIlroy,64,1.351,.761,.269,.322,51,2018
Luke List,98,1.337,.795,.194,.349,78,2018
Tiger Woods,68,1.330,.061,.883,.385,59,2018
Tommy Fleetwood,73,1.282,.580,.405,.296,54,2018
Patrick Cantlay,87,1.278,.622,.509,.146,67,2018
Bryson DeChambeau,93,1.212,.586,.556,.070,78,2018
Ryan Moore,78,1.211,.406,.532,.273,66,2018
Tony Finau,105,1.203,.481,.500,.222,81,2018
Keegan Bradley,98,1.151,.237,.888,.026,80,2018
Byeong Hun An,86,1.091,.475,.448,.167,73,2018
Hideki Matsuyama,75,1.064,.194,.727,.143,57,2018
Adam Scott,78,1.064,.300,.639,.125,60,2018
Gary Woodland,96,1.059,.803,.484,-.228,70,2018
Brooks Koepka,64,1.052,.658,.232,.162,54,2018
Jon Rahm,71,1.039,.817,.047,.176,51,2018
Rickie Fowler,74,.980,.244,.494,.242,61,2018
Kevin Streelman,94,.868,.439,.415,.014,82,2018
Jordan Spieth,81,.863,.271,.409,.184,66,2018
Scott Piercy,84,.859,.209,.553,.097,68,2018
Rafa Cabrera Bello,75,.839,.256,.487,.096,48,2018
Paul Casey,74,.833,.138,.586,.109,49,2018
Zach Johnson,94,.829,-.059,.463,.425,72,2018
Stewart Cink,87,.810,.057,.698,.055,67,2018
Patrick Reed,94,.783,.051,.187,.545,63,2018
J.B. Holmes,77,.756,.565,.159,.032,68,2018
Webb Simpson,95,.741,-.116,.486,.370,81,2018
Billy Horschel,86,.720,.538,.352,-.169,77,2018
Joel Dahmen,93,.677,.300,.381,-.004,71,2018
Kevin Chappell,77,.668,.608,.296,-.236,62,2018
Chris Kirk,108,.659,-.048,.518,.190,96,2018
Chesson Hadley,103,.650,.146,.606,-.102,89,2018
Kyle Stanley,93,.649,.378,.298,-.027,67,2018
Ian Poulter,73,.627,.141,.435,.051,50,2018
Brendan Steele,74,.604,.557,.243,-.195,54,2018
Tyrrell Hatton,58,.603,.148,.202,.252,42,2018
Emiliano Grillo,94,.587,.364,.345,-.122,73,2018
Tyler Duncan,97,.583,.273,.476,-.166,81,2018
Charles Howell III,104,.582,.324,.163,.095,78,2018
Corey Conners,97,.579,.501,.275,-.198,79,2018
Bubba Watson,90,.554,.780,.005,-.231,68,2018
Louis Oosthuizen,62,.548,.401,-.261,.408,46,2018
C.T. Pan,104,.544,.215,.267,.063,82,2018
Shane Lowry,64,.524,.331,.245,-.052,51,2018
Jason Kokrak,99,.517,.360,.257,-.101,88,2018
Jason Day,75,.515,.176,-.140,.479,49,2018
Sam Ryder,82,.503,.203,.399,-.099,70,2018
Marc Leishman,93,.498,-.006,.211,.292,73,2018
Daniel Berger,81,.497,.100,.543,-.145,62,2018
Adam Hadwin,92,.490,.057,.166,.267,66,2018
Cameron Percy,56,.490,.241,.039,.210,41,2018
Keith Mitchell,99,.486,.706,-.128,-.092,83,2018
Chez Reavie,93,.483,.183,.437,-.137,60,2018
Russell Knox,94,.471,.059,.263,.149,74,2018
Aaron Wise,90,.464,.410,.012,.042,80,2018
Branden Grace,67,.463,.163,.174,.125,44,2018
Lucas Glover,65,.462,.514,-.043,-.008,46,2018
Xander Schauffele,96,.448,.240,.235,-.027,72,2018
J.J. Spaun,85,.441,.286,.410,-.255,71,2018
James Hahn,85,.431,.323,.081,.028,69,2018
Phil Mickelson,90,.420,-.225,.555,.091,70,2018
Andrew Putnam,97,.420,-.146,.380,.187,77,2018
Charley Hoffman,87,.398,.254,.216,-.071,68,2018
Ryan Armour,109,.395,-.012,.213,.194,96,2018
Jamie Lovemark,92,.378,-.101,-.040,.519,78,2018
Abraham Ancer,98,.376,.325,.074,-.022,83,2018
J.J. Henry,81,.376,.174,.340,-.138,63,2018
Russell Henley,77,.374,.093,.467,-.186,58,2018
Kiradech Aphibarnrat,51,.373,.485,-.247,.135,34,2018
Bronson Burgoon,69,.373,.309,.371,-.307,57,2018
Aaron Baddeley,84,.366,-.345,.117,.595,70,2018
Robert Garrigus,80,.356,.210,.331,-.186,68,2018
Scott Stallings,96,.341,-.008,.373,-.025,80,2018
Alex Cejka,77,.302,-.024,-.169,.495,60,2018
Rory Sabbatini,91,.299,.217,-.152,.234,75,2018
Vaughn Taylor,83,.299,-.005,.305,-.002,70,2018
Ryan Palmer,69,.297,.235,.236,-.174,60,2018
Alex Noren,67,.286,.208,.107,-.029,49,2018
Kevin Tway,110,.277,.271,.032,-.026,90,2018
Kevin Na,91,.268,-.378,.273,.373,70,2018
Austin Cook,107,.254,.120,-.045,.179,92,2018
Peter Uihlein,83,.247,.132,-.040,.156,65,2018
Tom Hoge,101,.235,.018,.297,-.079,83,2018
Matt Kuchar,88,.228,-.199,.216,.211,65,2018
Nate Lashley,51,.228,.111,.036,.080,35,2018
Graeme McDowell,67,.219,.124,.046,.049,46,2018
Martin Laird,73,.189,-.045,.024,.209,61,2018
Mackenzie Hughes,80,.163,-.068,.353,-.122,68,2018
Harold Varner III,91,.149,.204,-.076,.021,74,2018
Brandt Snedeker,84,.147,-.145,-.026,.318,74,2018
Nick Watney,94,.143,.170,.141,-.167,80,2018
Shawn Stefani,76,.141,-.093,.220,.013,60,2018
Bill Haas,76,.139,-.177,-.052,.368,66,2018
Matt Jones,70,.139,.333,-.386,.192,47,2018
Troy Merritt,89,.132,.138,.086,-.092,73,2018
Sam Saunders,80,.132,.350,-.081,-.138,67,2018
Brian Gay,103,.123,-.166,.036,.253,92,2018
Zac Blair,64,.120,-.345,.072,.394,46,2018
Cameron Smith,85,.104,-.148,.034,.218,61,2018
David Hearn,66,.095,-.170,.379,-.113,50,2018
Bud Cauley,55,.094,-.113,-.032,.239,41,2018
Johnson Wagner,75,.092,-.213,.078,.226,55,2018
Jhonattan Vegas,92,.089,.294,-.081,-.124,64,2018
John Huh,94,.083,-.110,.240,-.047,82,2018
Si Woo Kim,108,.077,-.014,-.200,.291,78,2018
Nick Taylor,94,.077,.049,.011,.017,74,2018
Jason Dufner,71,.068,.256,-.009,-.178,52,2018
Stephan Jaeger,81,.054,.045,-.166,.175,63,2018
Brandon Harkins,101,.050,.181,-.006,-.124,85,2018
Jimmy Walker,81,.033,-.437,.304,.166,66,2018
Jim Furyk,50,.023,-.392,.179,.235,46,2018
Brian Harman,94,.017,.137,-.024,-.096,72,2018
Grayson Murray,72,.014,.375,-.347,-.015,59,2018
J.T. Poston,73,.003,.381,-.373,-.005,57,2018
Richy Werenski,98,-.014,.077,-.169,.077,74,2018
Blayne Barber,69,-.019,.101,-.047,-.073,60,2018
William McGirt,84,-.021,-.306,.091,.194,75,2018
Sean O'Hair,67,-.026,.211,-.073,-.164,57,2018
Chad Campbell,87,-.029,-.042,-.010,.023,67,2018
Andrew Landry,82,-.029,.206,-.083,-.152,73,2018
Ryan Blaum,81,-.058,.011,-.074,.005,72,2018
Patton Kizzire,92,-.063,-.294,.381,-.150,78,2018
Ollie Schniederjans,91,-.071,-.410,.090,.250,77,2018
Retief Goosen,60,-.085,-.392,.389,-.083,40,2018
Anirban Lahiri,82,-.095,.070,-.285,.120,67,2018
Danny Lee,88,-.099,.005,-.155,.051,70,2018
Beau Hossler,104,-.101,.281,-.395,.013,90,2018
Brian Stuard,103,-.101,-.227,.099,.026,88,2018
Fabián Gómez,88,-.107,-.062,-.015,-.030,71,2018
Ben Martin,64,-.119,-.142,.119,-.096,57,2018
Hunter Mahan,67,-.137,.465,-.149,-.453,51,2018
Tom Lovelady,87,-.140,.379,-.240,-.279,69,2018
Trey Mullinax,75,-.144,.506,-.442,-.207,59,2018
Conrad Shindler,60,-.147,.114,-.008,-.252,44,2018
Ben Crane,65,-.157,-.302,-.038,.184,46,2018
Jonathan Byrd,70,-.160,-.542,.043,.339,48,2018
Pat Perez,82,-.163,-.063,-.138,.037,51,2018
"Ted Potter, Jr.",87,-.169,-.074,-.200,.105,77,2018
Lanto Griffin,80,-.173,-.046,-.043,-.084,60,2018
Talor Gooch,78,-.194,-.322,.075,.053,62,2018
Steve Wheatcroft,60,-.211,.112,-.065,-.258,46,2018
Hudson Swafford,73,-.232,.225,-.237,-.221,52,2018
Brice Garnett,99,-.234,.188,-.144,-.278,81,2018
David Lingmerth,82,-.235,.006,-.160,-.081,69,2018
Charl Schwartzel,65,-.276,-.035,-.168,-.073,42,2018
Martin Flores,92,-.278,-.097,-.083,-.098,72,2018
Adam Schenk,86,-.280,.073,-.262,-.091,66,2018
Xinjun Zhang,81,-.297,.139,-.254,-.182,57,2018
Tyrone Van Aswegen,101,-.313,-.493,-.008,.187,83,2018
Seamus Power,86,-.319,.076,-.392,-.003,66,2018
Patrick Rodgers,97,-.328,-.039,-.323,.034,73,2018
Brett Stegmaier,67,-.353,-.135,.078,-.296,47,2018
Denny McCarthy,71,-.355,.011,-.347,-.019,49,2018
Dominic Bozzelli,65,-.363,-.244,-.252,.133,61,2018
Peter Malnati,87,-.374,-.372,-.257,.255,75,2018
Chris Stroud,81,-.391,-.277,-.056,-.058,58,2018
Kelly Kraft,94,-.395,-.286,.017,-.126,74,2018
Harris English,84,-.406,-.219,-.297,.111,68,2018
Ben Silverman,90,-.444,.069,-.385,-.128,76,2018
Michael Thompson,62,-.446,-.073,-.423,.050,56,2018
Kevin Kisner,89,-.476,-.043,-.316,-.118,65,2018
Robert Streb,78,-.500,-.680,.096,.084,60,2018
Kyle Thompson,50,-.512,-.534,.036,-.014,36,2018
Zecheng Dou,53,-.531,-.079,-.265,-.187,36,2018
Rob Oppenheim,74,-.586,-.662,.026,.050,54,2018
Rod Pampling,62,-.673,-.095,-.415,-.163,45,2018
Nicholas Lindheim,77,-.678,-.258,-.368,-.052,59,2018
Ricky Barnes,65,-.703,-1.019,.059,.257,45,2018
Scott Brown,102,-.710,-.265,-.270,-.175,81,2018
Billy Hurley III,70,-.727,-.696,-.170,.139,57,2018
Matt Every,79,-.775,-.437,-.024,-.314,61,2018
Ethan Tracy,72,-.787,-.054,-.424,-.309,54,2018
Jonas Blixt,67,-.791,-.424,-.563,.196,48,2018
Sung Kang,89,-.806,-.488,-.094,-.225,67,2018
Wesley Bryan,69,-.814,-1.443,.222,.407,51,2018
Whee Kim,93,-.864,-.748,.030,-.146,73,2018
Cameron Tringale,67,-.915,-1.351,.348,.088,51,2018
Matt Atkins,56,-.932,.134,-1.039,-.027,40,2018
Jonathan Randolph,71,-.992,-.271,-.538,-.182,60,2018
Roberto Díaz,72,-1.001,-.165,-.600,-.237,56,2018
Cody Gribble,71,-1.020,-.212,-.696,-.111,54,2018
Derek Fathauer,84,-1.170,-.757,-.365,-.048,68,2018
Satoshi Kodaira,51,-1.187,.027,-.284,-.930,40,2018
Martin Piller,79,-1.246,-.248,-.811,-.186,67,2018
Michael Kim,74,-1.262,-1.023,-.213,-.027,54,2018
Andrew Yun,51,-1.336,-.457,-.447,-.432,34,2018
D.A. Points,63,-1.559,-1.069,-.541,.051,48,2018
Greg Chalmers,56,-2.056,-.690,-1.192,-.174,41,2018
Daniel Summerhays,51,-2.840,-.977,-1.586,-.277,38,2018
Dustin Johnson,77,1.862,1.071,.670,.121,59,2017
Jordan Spieth,85,1.646,.321,.896,.429,68,2017
Hideki Matsuyama,83,1.613,.508,.758,.346,59,2017
Jon Rahm,90,1.522,.949,.515,.057,66,2017
Justin Thomas,86,1.479,.452,.738,.289,65,2017
Francesco Molinari,75,1.453,.483,.842,.128,59,2017
Paul Casey,94,1.410,.349,.939,.122,71,2017
Rory McIlroy,51,1.382,.965,.322,.095,36,2017
Sergio Garcia,65,1.356,.795,.378,.182,46,2017
Justin Rose,66,1.295,.559,.363,.373,53,2017
Tony Finau,106,1.280,.826,.390,.065,91,2017
Kyle Stanley,104,1.259,.659,.562,.038,94,2017
Rickie Fowler,78,1.134,.378,.408,.349,63,2017
Luke List,102,1.117,.600,.443,.074,86,2017
Patrick Cantlay,52,1.111,.623,.467,.021,46,2017
Adam Scott,58,1.103,.524,.536,.043,42,2017
Marc Leishman,94,1.066,.319,.410,.337,73,2017
Gary Woodland,94,1.040,.431,.571,.039,68,2017
Ryan Palmer,61,1.030,.533,.555,-.058,49,2017
Byeong Hun An,77,.964,.524,.369,.071,57,2017
Lucas Glover,93,.944,.502,.301,.140,86,2017
Ian Poulter,72,.911,-.162,.573,.501,55,2017
Charley Hoffman,112,.903,.586,.349,-.031,93,2017
Webb Simpson,102,.893,-.036,.503,.426,84,2017
Brendan Steele,89,.888,.387,.411,.090,71,2017
Bill Haas,92,.868,-.047,.399,.516,72,2017
Kevin Chappell,95,.841,.442,.294,.106,72,2017
Matt Kuchar,95,.840,.158,.253,.430,77,2017
Bud Cauley,92,.803,.264,.588,-.050,82,2017
Keegan Bradley,104,.769,.625,.139,.004,91,2017
Daniel Berger,91,.761,.282,.570,-.090,69,2017
Jamie Lovemark,98,.760,.319,.183,.258,80,2017
Stewart Cink,93,.725,-.019,.793,-.050,81,2017
Phil Mickelson,85,.711,-.058,.553,.216,69,2017
Robert Garrigus,78,.709,.422,.477,-.190,60,2017
J.B. Holmes,83,.708,.533,.039,.137,61,2017
Louis Oosthuizen,69,.705,.301,.215,.189,51,2017
Chad Campbell,97,.691,.041,.506,.144,85,2017
Kevin Kisner,105,.656,.257,.334,.065,77,2017
Jason Dufner,89,.654,.268,.519,-.133,72,2017
Boo Weekley,75,.630,.634,.425,-.429,61,2017
Brooks Koepka,88,.623,.546,.058,.019,67,2017
Jason Day,71,.580,.311,-.004,.273,55,2017
Martin Laird,83,.576,.235,.139,.203,72,2017
Shane Lowry,52,.536,.582,.231,-.277,38,2017
Emiliano Grillo,90,.532,.368,.281,-.116,66,2017
Branden Grace,70,.518,.180,.173,.165,47,2017
Pat Perez,93,.515,-.147,.222,.440,73,2017
Kevin Na,86,.513,-.406,.631,.288,66,2017
Harold Varner III,101,.511,.262,.330,-.081,86,2017
Russell Henley,99,.506,.310,.196,.000,86,2017
Brandt Snedeker,53,.506,-.311,.503,.314,42,2017
Jhonattan Vegas,95,.506,.394,.172,-.060,71,2017
Charl Schwartzel,63,.504,-.023,.399,.127,48,2017
Jim Herman,77,.495,.422,.143,-.070,66,2017
Rory Sabbatini,71,.482,.308,.146,.028,53,2017
Xander Schauffele,96,.479,.554,.011,-.086,74,2017
Graham DeLaet,82,.477,.486,.427,-.436,71,2017
Jason Kokrak,95,.458,.607,.077,-.226,83,2017
Kevin Streelman,90,.450,.292,.197,-.038,78,2017
Chez Reavie,98,.423,.121,.375,-.073,83,2017
Cameron Smith,86,.418,-.130,.149,.399,71,2017
Ollie Schniederjans,92,.402,.125,.309,-.032,81,2017
Patrick Reed,107,.399,.199,-.049,.250,84,2017
Bryson DeChambeau,91,.383,.420,-.020,-.016,73,2017
Seamus Power,86,.364,-.067,.202,.229,68,2017
Nick Taylor,97,.342,.168,.053,.121,83,2017
Scott Stallings,81,.339,.049,.375,-.084,68,2017
Sung Kang,104,.325,.255,.251,-.182,82,2017
Charles Howell III,86,.320,.016,.223,.081,68,2017
Ryan Moore,82,.319,-.006,.498,-.173,65,2017
Hudson Swafford,94,.319,.454,.202,-.337,76,2017
Nick Watney,75,.284,-.063,.585,-.238,64,2017
Bubba Watson,71,.272,.647,-.175,-.201,53,2017
Sean O'Hair,84,.269,.252,.118,-.101,70,2017
J.J. Henry,92,.258,.208,.050,.000,75,2017
Scott Piercy,70,.251,.190,.311,-.250,49,2017
James Hahn,96,.223,.177,.016,.030,81,2017
Zach Johnson,81,.215,-.005,-.007,.226,68,2017
Ben Martin,86,.208,.138,.297,-.227,70,2017
Brandon Hagy,85,.184,.459,-.393,.118,69,2017
Kevin Tway,96,.172,.288,-.168,.053,74,2017
Russell Knox,75,.165,.102,.181,-.119,54,2017
Anirban Lahiri,72,.149,.234,-.143,.059,59,2017
J.T. Poston,95,.147,.156,.053,-.062,73,2017
Brian Harman,104,.146,.015,-.198,.329,86,2017
Grayson Murray,94,.146,.353,-.032,-.176,85,2017
Adam Hadwin,98,.143,.003,.183,-.044,79,2017
Chris Stroud,67,.139,-.094,.173,.060,48,2017
Jimmy Walker,68,.138,-.258,.518,-.123,50,2017
Ryan Armour,63,.136,.020,.121,-.005,49,2017
Cameron Percy,71,.123,-.019,.266,-.123,55,2017
Matt Jones,64,.108,.073,-.468,.503,51,2017
Tyrone Van Aswegen,105,.103,-.067,.084,.085,80,2017
Danny Lee,93,.078,.037,.304,-.263,76,2017
Robert Streb,98,.075,-.159,-.072,.305,84,2017
D.A. Points,68,.071,-.436,.421,.087,58,2017
Trey Mullinax,88,.063,.427,-.195,-.169,70,2017
Retief Goosen,52,.035,-.001,.009,.027,41,2017
Michael Kim,94,.017,-.247,.158,.106,84,2017
Shawn Stefani,72,.014,.010,-.119,.122,60,2017
Andres Gonzales,73,-.003,-.104,-.089,.190,57,2017
David Lingmerth,79,-.009,-.032,.054,-.031,69,2017
Ryan Brehm,83,-.023,.137,-.060,-.099,65,2017
John Huh,92,-.026,-.049,-.020,.043,76,2017
Vaughn Taylor,90,-.033,-.001,.135,-.168,76,2017
Jim Furyk,54,-.036,-.491,.492,-.036,44,2017
Smylie Kaufman,76,-.040,.091,-.059,-.073,63,2017
David Hearn,93,-.044,-.175,.016,.115,71,2017
J.J. Spaun,92,-.045,.316,-.122,-.240,72,2017
Seung-Yul Noh,91,-.058,-.541,.044,.439,75,2017
Graeme McDowell,56,-.062,.085,-.036,-.111,50,2017
Daniel Summerhays,100,-.062,-.050,-.062,.051,82,2017
Tim Wilkinson,64,-.062,-.289,-.310,.538,46,2017
Ben Crane,86,-.068,-.150,-.024,.105,69,2017
Sam Saunders,76,-.068,.348,-.136,-.280,61,2017
William McGirt,89,-.072,.257,-.193,-.137,72,2017
C.T. Pan,88,-.074,.052,-.092,-.034,76,2017
Zac Blair,105,-.078,-.155,-.141,.218,81,2017
Billy Horschel,88,-.080,.224,.020,-.324,80,2017
Alex Cejka,85,-.093,-.020,-.200,.127,62,2017
Steven Alker,69,-.103,-.289,-.212,.398,51,2017
Roberto Castro,70,-.114,-.244,.099,.031,54,2017
Brad Fritsch,56,-.122,-.432,.235,.075,42,2017
Morgan Hoffmann,92,-.138,.165,-.419,.115,82,2017
Kyle Reifers,96,-.143,-.023,-.337,.218,74,2017
Troy Merritt,82,-.146,-.118,-.018,-.009,70,2017
Chris Kirk,89,-.155,-.315,.101,.059,70,2017
Rod Pampling,71,-.158,-.110,-.231,.183,66,2017
Brian Gay,82,-.168,-.417,-.006,.254,69,2017
Tag Ridings,67,-.173,.295,-.356,-.111,50,2017
Camilo Villegas,76,-.182,-.524,.107,.235,62,2017
Sebastián Muñoz,51,-.188,.031,-.077,-.143,39,2017
Geoff Ogilvy,80,-.195,-.064,-.327,.196,67,2017
Aaron Baddeley,61,-.216,-.782,.256,.310,46,2017
Richy Werenski,81,-.223,.203,-.123,-.303,61,2017
Martin Flores,88,-.257,-.024,.047,-.280,67,2017
Billy Hurley III,80,-.263,-.812,.432,.117,69,2017
Cameron Tringale,89,-.265,-.750,.089,.396,65,2017
Ricky Barnes,100,-.286,-.638,.238,.114,77,2017
Ryan Blaum,100,-.286,-.198,-.032,-.057,82,2017
Tom Hoge,54,-.293,-.352,.235,-.176,39,2017
Mark Anderson,54,-.309,-.149,-.241,.082,42,2017
Mackenzie Hughes,106,-.320,.021,-.404,.063,96,2017
Rafa Cabrera Bello,63,-.326,-.223,-.171,.068,46,2017
Brian Stuard,93,-.333,-.340,.171,-.164,69,2017
Harris English,84,-.336,-.644,.138,.169,72,2017
Wesley Bryan,95,-.337,-.899,.421,.141,77,2017
Jonathan Randolph,68,-.340,.030,-.221,-.149,51,2017
Scott Brown,95,-.344,.143,-.225,-.262,78,2017
Julián Etulain,68,-.385,-.035,-.292,-.058,51,2017
Blayne Barber,77,-.389,.041,-.123,-.306,67,2017
Fabián Gómez,61,-.402,.022,-.429,.006,51,2017
Dominic Bozzelli,69,-.417,.051,-.342,-.125,55,2017
Spencer Levin,89,-.430,-.161,-.195,-.073,67,2017
Ken Duke,77,-.435,-.179,-.256,.000,60,2017
K.J. Choi,72,-.439,-.141,-.511,.213,54,2017
Johnson Wagner,71,-.456,-.081,-.088,-.287,57,2017
Patton Kizzire,84,-.475,-.744,.290,-.021,72,2017
Mark Hubbard,81,-.502,-.539,.101,-.064,61,2017
Kelly Kraft,75,-.524,-.205,.159,-.479,65,2017
Chad Collins,66,-.533,-.573,-.254,.294,54,2017
Gonzalo Fernandez-Castaño,63,-.567,-.375,-.312,.120,44,2017
Rick Lamb,54,-.570,.686,-.578,-.678,38,2017
Si Woo Kim,80,-.573,-.236,-.447,.110,60,2017
Brett Drewitt,57,-.578,-.209,-.314,-.054,43,2017
Peter Malnati,91,-.635,-.262,-.563,.190,73,2017
Steve Wheatcroft,51,-.641,.259,-.953,.054,40,2017
Patrick Rodgers,76,-.650,-.044,-.529,-.077,66,2017
Whee Kim,74,-.651,-.665,-.148,.163,62,2017
Søren Kjeldsen,58,-.655,-.424,-.090,-.142,34,2017
Luke Donald,50,-.657,-1.001,-.078,.422,43,2017
Derek Fathauer,81,-.740,-.456,-.136,-.149,64,2017
Brett Stegmaier,78,-.751,-.141,-.117,-.493,58,2017
Brian Campbell,55,-.812,.063,-.750,-.126,41,2017
Hunter Mahan,73,-.837,.376,-.886,-.326,59,2017
Greg Chalmers,75,-.850,-.496,-.529,.175,68,2017
Jonas Blixt,74,-.877,-.300,-.614,.037,59,2017
Ryo Ishikawa,56,-.928,-.580,-.328,-.021,43,2017
Cody Gribble,79,-.985,-.338,-.586,-.061,70,2017
Jason Bohn,75,-1.007,-.685,-.246,-.076,62,2017
Michael Thompson,60,-1.013,-.431,-.373,-.208,44,2017
Miguel Angel Carballo,63,-1.038,.139,-1.035,-.142,43,2017
Ernie Els,52,-1.136,-.565,-.504,-.067,37,2017
Andrew Loupe,55,-1.175,-.348,-.424,-.403,47,2017
Matt Every,76,-1.182,-.734,-.141,-.306,61,2017
Bryce Molder,74,-1.229,-1.098,-.431,.301,64,2017
Carl Pettersson,63,-1.456,-1.123,-.385,.052,52,2017
Nicholas Lindheim,58,-1.621,-.733,-.578,-.311,44,2017
Steven Bowditch,59,-2.739,-1.717,-1.260,.238,45,2017
Adam Scott,79,2.062,.522,1.491,.049,56,2016
Rory McIlroy,69,1.888,1.230,.447,.211,48,2016
Dustin Johnson,87,1.664,1.117,.477,.070,62,2016
Bubba Watson,72,1.359,.983,.393,-.017,51,2016
Justin Rose,65,1.325,.678,.409,.237,49,2016
Hideki Matsuyama,76,1.315,.527,.774,.015,58,2016
Paul Casey,77,1.260,.494,.616,.150,57,2016
Rickie Fowler,80,1.224,.529,.308,.387,64,2016
Sergio Garcia,54,1.189,.737,.482,-.031,31,2016
Charl Schwartzel,73,1.180,.304,.652,.224,56,2016
Webb Simpson,70,1.149,.146,.728,.276,58,2016
Gary Woodland,95,1.097,.547,.463,.088,77,2016
Kevin Chappell,93,1.080,.321,.634,.126,78,2016
Jason Day,76,.987,.186,.426,.375,54,2016
Branden Grace,63,.960,.326,.603,.032,42,2016
Matt Kuchar,100,.932,.364,.326,.242,77,2016
Keegan Bradley,82,.929,.305,.419,.205,63,2016
Ryan Palmer,86,.868,.625,.234,.009,78,2016
Francesco Molinari,64,.859,.192,.484,.183,57,2016
Louis Oosthuizen,63,.857,.387,.300,.170,42,2016
Roberto Castro,97,.844,.217,.437,.190,88,2016
Robert Garrigus,69,.844,.401,.685,-.242,54,2016
Jason Dufner,105,.840,.290,.469,.081,79,2016
Jason Kokrak,89,.830,.603,.426,-.199,74,2016
Chad Campbell,90,.821,.145,.306,.370,79,2016
Jordan Spieth,80,.811,.402,.145,.264,58,2016
Phil Mickelson,75,.799,-.145,.726,.218,59,2016
Lucas Glover,75,.764,.565,.309,-.110,67,2016
Chez Reavie,90,.761,.262,.567,-.068,76,2016
Patrick Reed,105,.746,.183,.158,.406,78,2016
Billy Horschel,73,.733,.352,.493,-.112,56,2016
Daniel Berger,92,.718,.329,.490,-.100,72,2016
Luke List,79,.709,.427,.278,.004,65,2016
Bill Haas,86,.693,.068,.272,.353,64,2016
Chris Kirk,90,.660,.086,.369,.205,74,2016
Jimmy Walker,85,.649,-.141,.580,.210,70,2016
Brooks Koepka,75,.648,.542,.139,-.033,60,2016
J.B. Holmes,77,.634,.633,-.208,.209,60,2016
Alex Cejka,71,.631,-.292,.626,.297,51,2016
Si Woo Kim,113,.608,.336,-.131,.403,98,2016
Charley Hoffman,91,.598,.496,.188,-.085,70,2016
William McGirt,98,.598,.370,.256,-.029,88,2016
Russell Knox,92,.560,.130,.357,.073,65,2016
Robert Streb,87,.555,.062,.279,.213,65,2016
Kevin Na,96,.553,-.322,.788,.087,69,2016
Ryan Moore,86,.544,-.112,.418,.237,65,2016
Charles Howell III,91,.540,.131,.082,.327,78,2016
Emiliano Grillo,93,.534,.446,.255,-.167,73,2016
Greg Owen,85,.532,.280,.532,-.280,68,2016
Brendan Steele,88,.532,.449,.272,-.189,68,2016
Brandt Snedeker,93,.518,.032,.176,.310,74,2016
Danny Lee,93,.510,.206,.287,.017,70,2016
Justin Thomas,99,.506,.029,.494,-.017,75,2016
Jhonattan Vegas,97,.505,.478,.150,-.123,80,2016
Patrick Rodgers,89,.504,.356,-.009,.157,71,2016
Shane Lowry,57,.491,.489,-.137,.139,36,2016
Scott Piercy,87,.478,.448,.039,-.009,64,2016
Harold Varner III,92,.478,.529,.021,-.072,79,2016
Jim Furyk,52,.463,-.234,.465,.232,44,2016
Stewart Cink,61,.459,-.049,.492,.017,49,2016
Vaughn Taylor,72,.457,-.113,.612,-.042,67,2016
Scott Stallings,74,.449,.225,.201,.023,62,2016
Kevin Streelman,82,.447,.255,.203,-.011,63,2016
Jerry Kelly,76,.381,.013,.427,-.059,60,2016
Russell Henley,76,.366,.269,.135,-.038,69,2016
Jamie Lovemark,91,.321,.532,-.497,.286,82,2016
David Hearn,95,.311,-.303,.532,.081,82,2016
Boo Weekley,83,.307,.571,-.090,-.174,71,2016
Graham DeLaet,70,.283,.268,.601,-.586,58,2016
Padraig Harrington,54,.275,-.292,.159,.408,44,2016
Kyle Stanley,92,.272,.076,.258,-.062,78,2016
Marc Leishman,89,.258,.159,-.092,.191,65,2016
Geoff Ogilvy,63,.249,-.081,.173,.157,50,2016
David Toms,62,.248,-.390,.360,.278,54,2016
Luke Donald,81,.230,-.665,.465,.429,59,2016
Spencer Levin,104,.230,.043,.003,.183,82,2016
Tony Finau,95,.226,.455,-.174,-.054,77,2016
Tim Wilkinson,72,.225,-.459,.425,.260,50,2016
Vijay Singh,72,.222,.023,-.010,.209,65,2016
Zach Johnson,90,.214,-.269,.163,.321,73,2016
David Lingmerth,84,.206,.193,.116,-.103,60,2016
Shawn Stefani,91,.191,.003,.073,.116,77,2016
D.A. Points,55,.190,-.492,.640,.041,39,2016
Smylie Kaufman,91,.188,.082,.065,.041,71,2016
John Senden,88,.180,.232,.198,-.250,78,2016
Will MacKenzie,84,.176,.032,.072,.072,66,2016
Sean O'Hair,89,.163,.325,-.187,.024,84,2016
John Huh,86,.158,.015,.070,.073,78,2016
Retief Goosen,55,.151,-.385,.080,.457,48,2016
Thomas Aiken,70,.149,.438,.101,-.390,48,2016
Michael Thompson,71,.141,-.070,.154,.058,53,2016
Martin Laird,82,.140,-.213,.297,.057,70,2016
Scott Brown,88,.125,.378,-.130,-.123,69,2016
Brett Stegmaier,87,.108,.128,.133,-.152,75,2016
